agent_id,state,age_group,x,y,household_id,current_location_type
2963,Susceptible,adult,78,52,H_987,work
4167,Recovered,child,10,10,H_1389,school
1117,Vaccinated,senior,32,68,H_372,work
528,Vaccinated,senior,57,8,H_176,work
2846,Susceptible,adult,15,69,H_948,work
2374,Susceptible,senior,34,23,H_791,home
3488,Susceptible,adult,24,19,H_1162,work
2207,Recovered,child,65,65,H_735,school
1377,Vaccinated,senior,60,25,H_459,home
1640,Recovered,child,25,25,H_546,school
815,Vaccinated,adult,59,20,H_271,work
372,Susceptible,adult,17,41,H_124,work
543,Vaccinated,adult,74,77,H_181,work
482,Susceptible,adult,13,6,H_160,work
2638,Susceptible,senior,80,63,H_879,work
1587,Susceptible,adult,75,50,H_529,work
3606,Recovered,child,75,20,H_1202,school
1288,Vaccinated,adult,47,68,H_429,work
3064,Susceptible,adult,54,15,H_1021,work
4676,Vaccinated,senior,35,61,H_1558,work
912,Susceptible,senior,39,75,H_304,work
1406,Susceptible,adult,13,60,H_468,work
1425,Vaccinated,senior,56,35,H_475,work
938,Recovered,adult,59,29,H_312,work
3392,Vaccinated,adult,55,13,H_1130,work
710,Susceptible,senior,84,43,H_236,home
3367,Vaccinated,adult,74,74,H_1122,work
277,Vaccinated,senior,83,82,H_92,work
3586,Susceptible,adult,70,47,H_1195,work
4894,Susceptible,adult,36,14,H_1631,work
901,Susceptible,adult,68,53,H_300,work
1980,Vaccinated,adult,37,17,H_660,work
2505,Recovered,child,45,45,H_835,school
1275,Susceptible,senior,40,23,H_425,home
4621,Susceptible,adult,65,26,H_1540,work
1530,Susceptible,adult,78,86,H_510,work
293,Susceptible,senior,84,59,H_97,home
4719,Vaccinated,adult,3,61,H_1573,work
3103,Susceptible,senior,31,6,H_1034,work
4479,Susceptible,adult,9,83,H_1493,work
3886,Recovered,child,65,65,H_1295,school
4330,Susceptible,senior,25,78,H_1443,work
4935,Susceptible,adult,33,65,H_1645,work
1348,Vaccinated,senior,65,3,H_449,home
3005,Susceptible,adult,17,74,H_1001,work
4188,Susceptible,senior,64,47,H_1396,home
2065,Vaccinated,adult,0,57,H_688,work
2122,Susceptible,adult,32,60,H_707,work
1482,Susceptible,senior,42,12,H_494,work
3329,Vaccinated,adult,57,22,H_1109,work
4297,Susceptible,senior,80,15,H_1432,home
307,Vaccinated,adult,25,85,H_102,work
2246,Recovered,child,45,45,H_748,school
2816,Recovered,child,45,45,H_938,school
1927,Vaccinated,adult,33,87,H_642,work
1237,Susceptible,adult,81,69,H_412,work
243,Recovered,child,65,65,H_81,school
2471,Susceptible,adult,66,44,H_823,work
1051,Susceptible,adult,56,47,H_350,work
4794,Recovered,child,75,20,H_1598,school
854,Susceptible,senior,1,30,H_284,work
3560,Vaccinated,adult,71,30,H_1186,work
2550,Susceptible,senior,24,84,H_850,work
1392,Vaccinated,adult,28,74,H_464,work
3668,Vaccinated,adult,8,7,H_1222,work
1726,Recovered,child,65,65,H_575,school
2787,Susceptible,senior,68,48,H_929,home
1986,Susceptible,senior,77,53,H_662,work
4736,Vaccinated,adult,25,45,H_1578,work
1278,Susceptible,adult,59,85,H_426,work
1442,Vaccinated,adult,48,0,H_480,work
826,Vaccinated,adult,35,55,H_275,work
1931,Vaccinated,senior,18,40,H_643,work
84,Susceptible,adult,60,54,H_28,work
2042,Recovered,child,45,45,H_680,school
1592,Recovered,child,25,25,H_530,school
4748,Recovered,child,75,20,H_1582,school
1052,Susceptible,adult,17,50,H_350,work
1742,Vaccinated,adult,7,29,H_580,work
67,Susceptible,adult,60,77,H_22,work
2050,Susceptible,adult,54,6,H_683,work
1410,Susceptible,adult,61,27,H_470,work
1026,Vaccinated,senior,46,72,H_342,work
651,Susceptible,adult,19,1,H_217,work
1554,Susceptible,adult,1,83,H_518,work
3743,Recovered,child,65,65,H_1247,school
4976,Recovered,child,45,45,H_1658,school
1166,Recovered,child,65,65,H_388,school
1376,Vaccinated,adult,0,85,H_458,work
4466,Recovered,child,65,65,H_1488,school
4706,Susceptible,adult,0,46,H_1568,work
340,Recovered,child,45,45,H_113,school
2975,Susceptible,adult,69,8,H_991,work
3480,Vaccinated,adult,74,31,H_1160,work
2147,Vaccinated,senior,33,31,H_715,work
4745,Vaccinated,adult,34,2,H_1581,work
2607,Susceptible,adult,37,50,H_869,work
1350,Susceptible,adult,72,49,H_450,work
226,Susceptible,adult,17,54,H_75,work
2827,Susceptible,adult,11,29,H_942,work
1704,Vaccinated,adult,0,86,H_568,work
3479,Recovered,child,10,10,H_1159,school
641,Susceptible,adult,4,3,H_213,work
3201,Susceptible,adult,22,7,H_1067,work
1550,Vaccinated,adult,88,77,H_516,work
1746,Susceptible,adult,11,18,H_582,work
2666,Vaccinated,adult,47,19,H_888,work
2702,Vaccinated,adult,70,41,H_900,work
4707,Susceptible,senior,8,31,H_1569,work
4063,Recovered,senior,67,27,H_1354,work
2104,Vaccinated,adult,76,28,H_701,work
2753,Vaccinated,adult,73,49,H_917,work
4294,Vaccinated,adult,23,49,H_1431,work
1967,Susceptible,adult,31,10,H_655,work
94,Susceptible,adult,73,31,H_31,work
3603,Vaccinated,adult,6,83,H_1201,work
4383,Susceptible,adult,78,22,H_1461,work
