Step,Susceptible,Exposed,Infected,Recovered,Dead,Asymptomatic,Vaccinated,ActiveCases,NewInfections,Rt,HouseholdInfections,CommunityInfections,HomeInfections,SchoolInfections,WorkInfections,OtherInfections,MaskProtectedContacts,QuarantinedAgents,DetectedInfected,UndetectedInfected,LockdownActive,LockdownStartStep,SchoolClosedActive,MaskComplianceActive,TestingRateActive,QuarantineComplianceActive,WorkClosedActive,SeniorMobilityActive,ChildMobilityActive,VaccinationCampaignActive,NewVaccinations
0,1494,0,18,0,0,0,3488,18,0,0.0,0,0,0,0,0,0,67,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
1,1494,0,18,0,0,0,3488,18,0,0.0,0,0,0,0,0,0,74,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
2,1493,1,18,0,0,0,3488,19,1,0.05555555555555555,0,1,0,1,0,0,132,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
3,1492,3,18,0,0,0,3487,21,2,0.1111111111111111,0,2,0,2,0,0,101,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
4,1492,4,18,0,0,0,3486,22,1,0.05555555555555555,0,1,0,1,0,0,87,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
5,1492,4,18,0,0,0,3486,22,0,0.0,0,0,0,0,0,0,66,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
6,1492,4,18,0,0,0,3486,22,0,0.0,0,0,0,0,0,0,109,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
7,1492,4,18,0,0,0,3486,22,0,0.0,0,0,0,0,0,0,36,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
8,1492,4,18,0,0,0,3486,22,0,0.0,0,0,0,0,0,0,115,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
9,1492,4,18,0,0,0,3486,22,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
10,1492,4,18,0,0,0,3486,22,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
11,1492,4,18,0,0,0,3486,22,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
12,1492,4,18,0,0,0,3486,22,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
13,1492,4,18,0,0,0,3486,22,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
14,1492,4,18,0,0,0,3486,22,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
15,1492,4,18,0,0,0,3486,22,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
16,1491,5,18,0,0,0,3486,23,1,0.05555555555555555,0,1,1,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
17,1491,5,18,0,0,0,3486,23,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
18,1491,5,18,0,0,0,3486,23,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
19,1491,5,18,0,0,0,3486,23,0,0.0,0,0,0,0,0,0,48,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
20,1491,5,18,0,0,0,3486,23,0,0.0,0,0,0,0,0,0,93,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
21,1491,5,18,0,0,0,3486,23,0,0.0,0,0,0,0,0,0,87,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
22,1491,5,18,0,0,0,3486,23,0,0.0,0,0,0,0,0,0,103,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
23,1491,6,18,0,0,0,3485,24,1,0.05555555555555555,0,1,0,1,0,0,140,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
24,1491,6,18,0,0,0,3485,24,0,0.0,0,0,0,0,0,0,99,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
25,1491,7,18,0,0,0,3484,25,1,0.05555555555555555,0,1,0,1,0,0,84,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
26,1491,7,18,0,0,0,3484,25,0,0.0,0,0,0,0,0,0,94,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
27,1490,8,18,0,0,0,3484,26,1,0.05555555555555555,0,1,0,1,0,0,70,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
28,1490,8,18,0,0,0,3484,26,0,0.0,0,0,0,0,0,0,134,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
29,1490,8,18,0,0,0,3484,26,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
30,1490,8,18,0,0,0,3484,26,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
31,1490,8,18,0,0,0,3484,26,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
32,1490,8,18,0,0,0,3484,26,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
33,1490,8,18,0,0,0,3484,26,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
34,1490,8,18,0,0,0,3484,26,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
35,1490,8,18,0,0,0,3484,26,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
36,1490,8,18,0,0,0,3484,26,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
37,1490,8,18,0,0,0,3484,26,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
38,1490,9,18,0,0,0,3483,27,1,0.05555555555555555,0,1,1,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
39,1490,9,18,0,0,0,3483,27,0,0.0,0,0,0,0,0,0,47,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
40,1490,9,18,0,0,0,3483,27,0,0.0,0,0,0,0,0,0,130,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
41,1490,8,19,0,0,0,3483,27,0,0.0,0,0,0,0,0,0,132,0,0,19,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
42,1488,9,20,0,0,1,3482,30,3,0.14285714285714285,0,3,0,3,0,0,142,0,0,20,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
43,1488,8,21,0,0,1,3482,30,0,0.0,0,0,0,0,0,0,155,0,0,21,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
44,1485,11,21,0,0,1,3482,33,3,0.13636363636363635,0,3,0,2,1,0,248,0,0,21,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
45,1483,14,21,0,0,1,3481,36,3,0.13636363636363635,0,3,0,3,0,0,193,0,0,21,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
46,1483,14,21,0,0,1,3481,36,0,0.0,0,0,0,0,0,0,182,0,0,21,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
47,1482,15,21,0,0,1,3481,37,1,0.045454545454545456,0,1,1,0,0,0,115,0,0,21,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
48,1482,15,21,0,0,1,3481,37,0,0.0,0,0,0,0,0,0,180,0,0,21,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
49,1482,15,21,0,0,1,3481,37,0,0.0,0,0,0,0,0,0,0,0,0,21,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
50,1482,15,21,0,0,1,3481,37,0,0.0,0,0,0,0,0,0,0,0,0,21,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
51,1482,15,21,0,0,1,3481,37,0,0.0,0,0,0,0,0,0,0,0,0,21,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
52,1482,15,21,0,0,1,3481,37,0,0.0,0,0,0,0,0,0,0,0,0,21,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
53,1482,15,21,0,0,1,3481,37,0,0.0,0,0,0,0,0,0,0,0,0,21,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
54,1482,15,21,0,0,1,3481,37,0,0.0,0,0,0,0,0,0,0,0,0,21,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
55,1482,15,21,0,0,1,3481,37,0,0.0,0,0,0,0,0,0,0,0,0,21,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
56,1482,14,22,0,0,1,3481,37,0,0.0,0,0,0,0,0,0,0,0,0,22,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
57,1482,14,22,0,0,1,3481,37,0,0.0,0,0,0,0,0,0,0,0,0,22,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
58,1482,14,22,0,0,1,3481,37,0,0.0,0,0,0,0,0,0,0,0,0,22,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
59,1480,16,22,0,0,1,3481,39,2,0.08695652173913043,0,2,0,2,0,0,164,0,0,22,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
60,1480,17,22,0,0,1,3480,40,1,0.043478260869565216,0,1,0,1,0,0,200,0,0,22,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
61,1479,18,22,0,0,1,3480,41,1,0.043478260869565216,0,1,0,1,0,0,165,0,0,22,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
62,1477,19,22,0,0,2,3480,43,2,0.08333333333333333,0,2,0,2,0,0,250,0,0,22,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
63,1477,19,22,0,0,2,3480,43,0,0.0,0,0,0,0,0,0,190,0,0,22,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
64,1477,19,22,0,0,2,3480,43,0,0.0,0,0,0,0,0,0,189,0,0,22,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
65,1476,21,23,0,0,2,3478,46,3,0.12,0,3,0,3,0,0,211,0,0,23,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
66,1476,21,23,0,0,2,3478,46,0,0.0,0,0,0,0,0,0,226,0,0,23,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
67,1476,21,23,0,0,3,3477,47,1,0.038461538461538464,0,1,0,1,0,0,270,0,0,23,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
68,1475,22,23,0,0,3,3477,48,1,0.038461538461538464,0,1,1,0,0,0,233,0,0,23,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
