Step,Susceptible,Exposed,Infected,Recovered,Dead,Asymptomatic,Vaccinated,ActiveCases,NewInfections,Rt,HouseholdInfections,CommunityInfections,HomeInfections,SchoolInfections,WorkInfections
0,78,0,3,0,0,0,19,3,0,0.0,0,0,0,0,0
1,77,1,3,0,0,0,19,4,1,0.3333333333333333,0,1,0,0,1
2,77,0,3,0,0,1,19,4,0,0.0,0,0,0,0,0
3,77,0,3,0,0,1,19,4,0,0.0,0,0,0,0,0
4,77,0,0,3,0,1,19,1,0,0.0,0,0,0,0,0
5,77,0,0,3,0,1,19,1,0,0.0,0,0,0,0,0
6,77,0,0,3,0,1,19,1,0,0.0,0,0,0,0,0
7,77,0,0,4,0,0,19,0,0,0.0,0,0,0,0,0
