agent_id,state,age_group,x,y,household_id,current_location_type
1662,Recovered,adult,61,4,H_554,work
167,Susceptible,adult,29,6,H_55,work
1869,Susceptible,adult,82,71,H_623,work
204,Susceptible,senior,57,74,H_68,home
203,Vaccinated,adult,13,24,H_67,work
498,Vaccinated,senior,69,49,H_166,home
3674,Susceptible,adult,15,30,H_1224,work
1421,Recovered,child,65,65,H_473,school
4450,Susceptible,senior,1,45,H_1483,work
2266,Recovered,child,75,20,H_755,school
1475,Susceptible,senior,75,28,H_491,work
777,Susceptible,adult,74,61,H_259,work
1751,Vaccinated,adult,18,30,H_583,work
4400,Susceptible,adult,12,78,H_1466,work
2825,Susceptible,adult,36,85,H_941,work
2886,Susceptible,adult,60,59,H_962,work
4514,Vaccinated,senior,14,54,H_1504,home
4130,Susceptible,senior,37,4,H_1376,home
281,Recovered,child,65,65,H_93,school
259,Recovered,child,65,65,H_86,school
4202,Susceptible,adult,52,60,H_1400,work
734,Vaccinated,child,75,20,H_244,school
1622,Vaccinated,adult,54,74,H_540,work
746,Susceptible,adult,61,30,H_248,work
3480,Susceptible,adult,53,82,H_1160,work
611,Vaccinated,senior,30,2,H_203,work
3011,Susceptible,adult,57,11,H_1003,work
860,Vaccinated,senior,72,16,H_286,work
1191,Vaccinated,adult,53,61,H_397,work
4884,Susceptible,senior,33,69,H_1628,work
1859,Susceptible,adult,56,29,H_619,work
2292,Susceptible,adult,9,62,H_764,work
2143,Vaccinated,senior,2,81,H_714,home
988,Susceptible,senior,54,9,H_329,home
1697,Susceptible,child,65,65,H_565,school
1345,Vaccinated,adult,67,48,H_448,work
910,Susceptible,adult,8,34,H_303,work
1840,Susceptible,adult,64,85,H_613,work
3592,Susceptible,adult,86,9,H_1197,work
1131,Susceptible,adult,55,65,H_377,work
151,Susceptible,adult,0,64,H_50,work
1857,Susceptible,child,25,25,H_619,school
1582,Susceptible,child,75,20,H_527,school
915,Recovered,child,75,20,H_305,school
2656,Recovered,adult,79,19,H_885,work
4654,Susceptible,adult,0,0,H_1551,work
2212,Recovered,child,25,25,H_737,school
3453,Susceptible,senior,56,0,H_1151,home
1793,Susceptible,adult,47,9,H_597,work
3998,Susceptible,adult,58,30,H_1332,work
2966,Vaccinated,senior,49,71,H_988,work
4366,Susceptible,adult,22,67,H_1455,work
3868,Susceptible,adult,45,89,H_1289,work
4690,Susceptible,adult,21,50,H_1563,work
4251,Vaccinated,adult,37,70,H_1417,work
1012,Vaccinated,adult,37,31,H_337,work
1179,Susceptible,senior,63,28,H_393,home
3090,Vaccinated,adult,7,34,H_1030,work
521,Susceptible,adult,83,70,H_173,work
1712,Vaccinated,adult,77,45,H_570,work
3348,Vaccinated,adult,44,54,H_1116,work
3213,Susceptible,senior,16,0,H_1071,home
