experiment_id,scenario_name,population,initial_infected,total_infections,secondary_infections,peak_active_cases,attack_rate,case_fatality_rate,average_rt,household_infection_share,community_infection_share,home_infection_share,school_infection_share,work_infection_share,other_infection_share
1,baseline,100,3,85,82,51,0.85,0.011764705882352941,0.27825570496425217,0.43902439024390244,0.5609756097560976,0.7804878048780488,0.18292682926829268,0.036585365853658534,0.0
