agent_id,state,age_group,x,y,household_id,current_location_type
508,Susceptible,child,69,82,H_169,home
2330,Susceptible,adult,14,64,H_776,home
2998,Recovered,child,67,5,H_999,home
4666,Susceptible,senior,9,79,H_1555,home
4304,Susceptible,adult,47,80,H_1434,home
4089,Vaccinated,senior,12,88,H_1363,home
2984,Susceptible,adult,56,19,H_994,home
568,Susceptible,adult,7,1,H_189,home
3472,Susceptible,adult,24,72,H_1157,home
2798,Susceptible,adult,63,40,H_932,home
1694,Susceptible,adult,59,75,H_564,home
3711,Susceptible,senior,75,7,H_1237,home
4117,Susceptible,senior,69,74,H_1372,home
1485,Susceptible,adult,14,77,H_495,home
2162,Susceptible,child,45,32,H_720,home
3323,Susceptible,adult,68,49,H_1107,home
1268,Vaccinated,child,22,39,H_422,home
817,Recovered,adult,13,79,H_272,home
4607,Susceptible,adult,10,51,H_1535,home
248,Susceptible,adult,65,64,H_82,home
3218,Vaccinated,adult,75,71,H_1072,home
1205,Susceptible,senior,81,16,H_401,home
1073,Susceptible,adult,67,31,H_357,home
4768,Recovered,child,20,64,H_1589,home
3654,Vaccinated,adult,56,41,H_1218,home
1587,Vaccinated,adult,26,66,H_529,home
1079,Susceptible,senior,3,57,H_359,home
1471,Vaccinated,senior,38,77,H_490,home
4975,Susceptible,adult,44,39,H_1658,home
620,Susceptible,child,73,52,H_206,home
3617,Susceptible,adult,75,26,H_1205,home
2085,Susceptible,adult,25,11,H_695,home
4494,Vaccinated,adult,40,65,H_1498,home
1671,Susceptible,senior,70,34,H_557,home
332,Susceptible,adult,60,81,H_110,home
232,Susceptible,adult,28,7,H_77,home
4527,Vaccinated,senior,76,4,H_1509,home
3883,Vaccinated,senior,80,17,H_1294,home
1296,Vaccinated,adult,28,33,H_432,home
2352,Vaccinated,senior,85,35,H_784,home
33,Susceptible,adult,22,7,H_11,home
2040,Susceptible,adult,34,17,H_680,home
2408,Susceptible,adult,14,14,H_802,home
957,Susceptible,adult,80,58,H_319,home
3888,Vaccinated,child,0,10,H_1296,home
1028,Susceptible,adult,89,41,H_342,home
4464,Vaccinated,child,43,36,H_1488,home
3092,Vaccinated,child,4,73,H_1030,home
3713,Vaccinated,adult,75,7,H_1237,home
3868,Vaccinated,adult,21,58,H_1289,home
2161,Susceptible,senior,45,32,H_720,home
4783,Vaccinated,adult,61,33,H_1594,home
3540,Susceptible,senior,27,61,H_1180,home
4613,Vaccinated,adult,39,7,H_1537,home
3502,Susceptible,adult,35,60,H_1167,home
4209,Vaccinated,adult,28,4,H_1403,home
4619,Vaccinated,adult,72,6,H_1539,home
3008,Recovered,child,61,58,H_1002,home
1496,Susceptible,adult,16,62,H_498,home
3412,Vaccinated,adult,10,20,H_1137,home
4662,Susceptible,adult,44,56,H_1554,home
3591,Vaccinated,adult,34,19,H_1197,home
4239,Vaccinated,adult,67,44,H_1413,home
266,Susceptible,adult,31,0,H_88,home
2397,Susceptible,adult,34,85,H_799,home
1764,Recovered,child,25,74,H_588,home
4972,Susceptible,adult,75,89,H_1657,home
4072,Recovered,child,74,67,H_1357,home
1520,Vaccinated,senior,74,53,H_506,home
487,Susceptible,adult,12,19,H_162,home
3397,Susceptible,adult,18,71,H_1132,home
3650,Susceptible,adult,32,62,H_1216,home
2453,Vaccinated,child,76,24,H_817,home
4606,Vaccinated,adult,10,51,H_1535,home
4519,Vaccinated,adult,70,79,H_1506,home
1389,Vaccinated,senior,3,29,H_463,home
4480,Susceptible,senior,59,48,H_1493,home
3913,Vaccinated,child,15,82,H_1304,home
239,Susceptible,adult,7,12,H_79,home
5,Recovered,adult,89,18,H_1,home
3021,Susceptible,adult,42,53,H_1007,home
4773,Vaccinated,adult,89,33,H_1591,home
4811,Susceptible,adult,62,89,H_1603,home
2591,Vaccinated,adult,53,47,H_863,home
3801,Susceptible,senior,55,14,H_1267,home
2353,Susceptible,child,85,35,H_784,home
2582,Susceptible,adult,49,74,H_860,home
3954,Vaccinated,senior,27,89,H_1318,home
2309,Vaccinated,adult,36,6,H_769,home
1986,Susceptible,senior,63,40,H_662,home
2197,Susceptible,adult,15,22,H_732,home
1506,Susceptible,child,81,52,H_502,home
4683,Recovered,child,32,19,H_1561,home
2675,Susceptible,adult,35,70,H_891,home
4434,Recovered,child,52,46,H_1478,home
445,Vaccinated,senior,6,23,H_148,home
2559,Recovered,child,77,24,H_853,home
1219,Recovered,child,20,87,H_406,home
3768,Susceptible,child,68,57,H_1256,home
1146,Vaccinated,child,41,51,H_382,home
2679,Susceptible,adult,10,35,H_893,home
3306,Susceptible,senior,53,77,H_1102,home
3262,Susceptible,adult,30,11,H_1087,home
1295,Vaccinated,adult,88,74,H_431,home
4897,Vaccinated,adult,31,61,H_1632,home
2944,Recovered,child,5,20,H_981,home
811,Vaccinated,child,13,40,H_270,home
3898,Susceptible,senior,43,57,H_1299,home
552,Susceptible,adult,41,23,H_184,home
2651,Recovered,child,50,70,H_883,home
3076,Susceptible,adult,55,66,H_1025,home
4905,Vaccinated,child,47,49,H_1635,home
2510,Vaccinated,adult,49,87,H_836,home
2425,Susceptible,adult,21,64,H_808,home
1744,Susceptible,adult,54,20,H_581,home
1011,Susceptible,adult,80,30,H_337,home
2859,Vaccinated,senior,58,36,H_953,home
1196,Susceptible,adult,77,49,H_398,home
572,Recovered,child,81,89,H_190,home
2229,Vaccinated,adult,49,42,H_743,home
4474,Susceptible,adult,34,55,H_1491,home
1803,Vaccinated,adult,2,35,H_601,home
1210,Recovered,child,59,56,H_403,home
3039,Susceptible,adult,88,72,H_1013,home
2704,Susceptible,adult,14,43,H_901,home
736,Recovered,child,1,7,H_245,home
4080,Susceptible,adult,38,1,H_1360,home
1874,Susceptible,adult,87,68,H_624,home
3173,Vaccinated,adult,76,48,H_1057,home
2083,Susceptible,adult,58,41,H_694,home
1380,Susceptible,adult,72,74,H_460,home
2406,Susceptible,adult,14,14,H_802,home
2379,Susceptible,adult,79,63,H_793,home
4114,Susceptible,child,54,86,H_1371,home
3876,Susceptible,adult,46,43,H_1292,home
4967,Vaccinated,adult,79,23,H_1655,home
1051,Susceptible,senior,7,4,H_350,home
3750,Vaccinated,adult,65,29,H_1250,home
768,Recovered,adult,27,69,H_256,home
3374,Susceptible,adult,84,73,H_1124,home
4657,Susceptible,adult,43,88,H_1552,home
1171,Susceptible,child,85,36,H_390,home
3245,Susceptible,adult,5,77,H_1081,home
3668,Susceptible,adult,77,38,H_1222,home
1515,Recovered,senior,83,2,H_505,home
4255,Susceptible,adult,30,21,H_1418,home
4318,Vaccinated,adult,40,49,H_1439,home
4700,Susceptible,adult,46,74,H_1566,home
4636,Susceptible,adult,20,63,H_1545,home
2058,Susceptible,child,25,18,H_686,home
1772,Susceptible,adult,73,54,H_590,home
4689,Susceptible,adult,47,5,H_1563,home
2109,Susceptible,senior,87,79,H_703,home
113,Susceptible,adult,34,47,H_37,home
2636,Susceptible,senior,89,23,H_878,home
4049,Susceptible,adult,24,74,H_1349,home
3685,Susceptible,adult,81,66,H_1228,home
3643,Susceptible,adult,57,38,H_1214,home
1379,Susceptible,child,85,85,H_459,home
2008,Susceptible,adult,45,29,H_669,home
4442,Susceptible,child,40,68,H_1480,home
473,Vaccinated,senior,32,13,H_157,home
79,Susceptible,adult,13,74,H_26,home
3748,Vaccinated,senior,44,15,H_1249,home
3707,Susceptible,adult,66,84,H_1235,home
673,Vaccinated,senior,29,63,H_224,home
4922,Susceptible,child,42,13,H_1640,home
4542,Vaccinated,child,19,60,H_1514,home
1777,Recovered,adult,84,1,H_592,home
785,Vaccinated,adult,63,45,H_261,home
4077,Vaccinated,adult,87,76,H_1359,home
3632,Vaccinated,adult,48,3,H_1210,home
3832,Vaccinated,adult,63,5,H_1277,home
4193,Recovered,senior,65,26,H_1397,home
3003,Susceptible,adult,43,75,H_1001,home
1002,Vaccinated,adult,70,75,H_334,home
1023,Susceptible,adult,14,61,H_341,home
1988,Recovered,child,63,40,H_662,home
433,Vaccinated,child,47,38,H_144,home
2957,Vaccinated,adult,0,89,H_985,home
3114,Vaccinated,child,85,37,H_1038,home
3549,Susceptible,child,89,24,H_1183,home
3767,Susceptible,adult,75,76,H_1255,home
3255,Susceptible,adult,33,69,H_1085,home
2508,Susceptible,senior,49,87,H_836,home
249,Susceptible,adult,64,14,H_83,home
178,Susceptible,senior,89,58,H_59,home
1423,Susceptible,adult,83,16,H_474,home
1437,Susceptible,senior,60,14,H_479,home
4720,Susceptible,adult,83,11,H_1573,home
3314,Susceptible,senior,21,12,H_1104,home
