agent_id,state,age_group,x,y,household_id,current_location_type
1342,Susceptible,adult,2,57,H_447,home
4840,Susceptible,child,65,16,H_1613,home
3628,Susceptible,adult,29,15,H_1209,home
4649,Susceptible,senior,61,7,H_1549,home
311,Susceptible,adult,78,20,H_103,home
2632,Susceptible,adult,32,54,H_877,home
2337,Vaccinated,senior,47,45,H_779,home
3188,Vaccinated,adult,65,27,H_1062,home
1053,Vaccinated,senior,7,40,H_351,home
1168,Vaccinated,adult,6,12,H_389,home
1710,Susceptible,adult,52,16,H_570,home
3778,Susceptible,child,58,22,H_1259,home
3489,Vaccinated,child,73,3,H_1163,home
1203,Vaccinated,adult,22,71,H_401,home
412,Susceptible,child,1,23,H_137,home
1522,Susceptible,adult,4,66,H_507,home
2939,Vaccinated,senior,37,19,H_979,home
3989,Vaccinated,child,40,62,H_1329,home
2920,Susceptible,child,63,30,H_973,home
4859,Vaccinated,senior,53,76,H_1619,home
3927,Susceptible,child,23,65,H_1309,home
1322,Susceptible,child,30,37,H_440,home
2068,Susceptible,child,19,52,H_689,home
3936,Susceptible,senior,74,68,H_1312,home
2193,Susceptible,adult,13,63,H_731,home
2944,Vaccinated,adult,39,38,H_981,home
4489,Susceptible,child,31,17,H_1496,home
1777,Susceptible,adult,70,45,H_592,home
1584,Vaccinated,adult,77,4,H_528,home
1031,Susceptible,senior,81,39,H_343,home
3870,Vaccinated,adult,13,80,H_1290,home
1817,Vaccinated,child,86,38,H_605,home
3396,Vaccinated,adult,13,40,H_1132,home
4822,Vaccinated,adult,13,82,H_1607,home
3554,Susceptible,senior,48,27,H_1184,home
3042,Vaccinated,senior,85,4,H_1014,home
293,Vaccinated,adult,75,0,H_97,home
4332,Susceptible,adult,29,85,H_1444,home
663,Vaccinated,adult,52,39,H_221,home
4407,Susceptible,adult,43,65,H_1469,home
3734,Susceptible,adult,4,50,H_1244,home
4902,Susceptible,adult,9,25,H_1634,home
4632,Susceptible,adult,67,3,H_1544,home
2192,Susceptible,child,82,71,H_730,home
2663,Recovered,child,68,45,H_887,home
4658,Vaccinated,adult,33,36,H_1552,home
2179,Vaccinated,child,75,68,H_726,home
454,Susceptible,adult,5,55,H_151,home
2419,Vaccinated,adult,8,18,H_806,home
1301,Susceptible,adult,30,83,H_433,home
2320,Susceptible,adult,34,60,H_773,home
1045,Vaccinated,child,81,53,H_348,home
1783,Susceptible,adult,65,83,H_594,home
1484,Susceptible,adult,60,5,H_494,home
857,Vaccinated,child,69,47,H_285,home
2533,Vaccinated,adult,24,75,H_844,home
4392,Vaccinated,senior,45,13,H_1464,home
195,Susceptible,child,64,36,H_65,home
4110,Susceptible,adult,73,9,H_1370,home
1850,Susceptible,child,42,64,H_616,home
3891,Susceptible,senior,51,63,H_1297,home
804,Vaccinated,senior,29,66,H_268,home
1185,Vaccinated,adult,15,15,H_395,home
2983,Vaccinated,adult,56,0,H_994,home
1666,Susceptible,adult,3,51,H_555,home
1436,Recovered,senior,62,46,H_478,home
3543,Recovered,adult,11,53,H_1181,home
2949,Susceptible,adult,42,81,H_983,home
1965,Susceptible,adult,89,6,H_655,home
2827,Vaccinated,senior,9,39,H_942,home
464,Vaccinated,adult,41,61,H_154,home
626,Vaccinated,adult,36,32,H_208,home
4969,Susceptible,senior,18,55,H_1656,home
734,Susceptible,adult,66,47,H_244,home
2687,Susceptible,senior,22,66,H_895,home
4810,Vaccinated,child,57,45,H_1603,home
4023,Susceptible,senior,77,71,H_1341,home
427,Vaccinated,adult,36,4,H_142,home
670,Susceptible,senior,5,1,H_223,home
165,Vaccinated,adult,37,32,H_55,home
1950,Vaccinated,senior,28,44,H_650,home
4809,Susceptible,adult,57,45,H_1603,home
1727,Susceptible,adult,71,54,H_575,home
1651,Vaccinated,child,47,43,H_550,home
2180,Susceptible,adult,75,68,H_726,home
1707,Susceptible,adult,82,10,H_569,home
1861,Vaccinated,adult,22,45,H_620,home
825,Susceptible,adult,4,2,H_275,home
2885,Susceptible,adult,56,50,H_961,home
3761,Vaccinated,adult,76,66,H_1253,home
1679,Vaccinated,adult,53,42,H_559,home
4571,Vaccinated,adult,82,57,H_1523,home
2504,Susceptible,adult,54,64,H_834,home
2280,Recovered,child,6,27,H_760,home
1981,Susceptible,adult,24,37,H_660,home
2053,Susceptible,adult,55,85,H_684,home
1184,Vaccinated,child,52,7,H_394,home
3525,Susceptible,child,55,61,H_1175,home
1667,Susceptible,senior,3,51,H_555,home
2857,Vaccinated,adult,39,87,H_952,home
922,Susceptible,senior,34,2,H_307,home
1986,Vaccinated,adult,10,8,H_662,home
2793,Susceptible,child,76,88,H_931,home
2223,Vaccinated,adult,76,73,H_741,home
2901,Susceptible,adult,89,36,H_967,home
382,Vaccinated,adult,14,20,H_127,home
2443,Susceptible,child,30,65,H_814,home
1745,Susceptible,child,22,0,H_581,home
651,Susceptible,adult,28,28,H_217,home
739,Susceptible,adult,15,74,H_246,home
2640,Vaccinated,child,21,25,H_880,home
153,Vaccinated,adult,39,68,H_51,home
2951,Recovered,child,42,81,H_983,home
2123,Susceptible,senior,4,37,H_707,home
559,Susceptible,adult,39,3,H_186,home
1829,Vaccinated,senior,87,59,H_609,home
1485,Susceptible,adult,60,41,H_495,home
3304,Susceptible,adult,49,34,H_1101,home
1796,Susceptible,adult,67,28,H_598,home
1193,Susceptible,senior,63,71,H_397,home
2722,Susceptible,adult,66,83,H_907,home
2199,Vaccinated,child,31,16,H_733,home
1681,Susceptible,senior,29,20,H_560,home
2980,Susceptible,adult,26,2,H_993,home
1958,Recovered,child,42,67,H_652,home
2047,Vaccinated,adult,0,41,H_682,home
1207,Susceptible,adult,27,52,H_402,home
2816,Susceptible,adult,63,66,H_938,home
4725,Recovered,child,83,72,H_1575,home
3898,Susceptible,adult,4,42,H_1299,home
1220,Susceptible,adult,13,83,H_406,home
1748,Vaccinated,adult,51,39,H_582,home
2584,Recovered,senior,5,82,H_861,home
2189,Susceptible,adult,29,21,H_729,home
4496,Vaccinated,adult,22,14,H_1498,home
3030,Susceptible,adult,51,44,H_1010,home
1065,Susceptible,adult,32,56,H_355,home
348,Vaccinated,adult,18,83,H_116,home
1048,Susceptible,adult,30,16,H_349,home
4083,Susceptible,senior,76,18,H_1361,home
471,Susceptible,adult,5,37,H_157,home
594,Recovered,child,53,52,H_198,home
3057,Susceptible,adult,78,67,H_1019,home
3081,Susceptible,adult,60,49,H_1027,home
3237,Vaccinated,child,39,57,H_1079,home
3615,Vaccinated,senior,81,9,H_1205,home
2999,Vaccinated,child,48,35,H_999,home
2138,Susceptible,adult,14,73,H_712,home
2312,Susceptible,senior,0,62,H_770,home
4793,Susceptible,senior,71,70,H_1597,home
1355,Susceptible,adult,88,75,H_451,home
1246,Recovered,child,2,89,H_415,home
1498,Vaccinated,adult,13,17,H_499,home
3441,Susceptible,adult,36,64,H_1147,home
576,Susceptible,adult,79,61,H_192,home
308,Vaccinated,adult,78,67,H_102,home
3258,Recovered,child,83,13,H_1086,home
1378,Vaccinated,adult,30,14,H_459,home
1376,Susceptible,adult,16,25,H_458,home
3491,Vaccinated,senior,73,3,H_1163,home
2101,Vaccinated,adult,24,2,H_700,home
4217,Susceptible,adult,22,66,H_1405,home
4615,Susceptible,adult,32,76,H_1538,home
2170,Susceptible,adult,8,81,H_723,home
147,Susceptible,senior,69,6,H_49,home
615,Vaccinated,child,34,38,H_205,home
2121,Susceptible,adult,4,37,H_707,home
3810,Susceptible,senior,61,17,H_1270,home
475,Susceptible,adult,6,87,H_158,home
176,Susceptible,child,54,22,H_58,home
1016,Vaccinated,adult,37,75,H_338,home
1082,Susceptible,senior,77,1,H_360,home
1934,Susceptible,senior,5,75,H_644,home
1820,Susceptible,adult,50,44,H_606,home
4431,Vaccinated,adult,39,28,H_1477,home
3848,Vaccinated,adult,12,85,H_1282,home
59,Vaccinated,adult,24,3,H_19,home
1757,Susceptible,child,50,32,H_585,home
3969,Susceptible,senior,50,1,H_1323,home
312,Vaccinated,adult,74,61,H_104,home
2982,Vaccinated,adult,56,0,H_994,home
4650,Susceptible,adult,85,5,H_1550,home
3767,Recovered,child,19,51,H_1255,home
1411,Vaccinated,adult,74,35,H_470,home
2989,Vaccinated,adult,8,51,H_996,home
520,Susceptible,child,73,59,H_173,home
4074,Susceptible,adult,71,52,H_1358,home
4612,Vaccinated,adult,75,87,H_1537,home
3832,Susceptible,adult,77,56,H_1277,home
2324,Vaccinated,child,85,20,H_774,home
4393,Vaccinated,senior,45,13,H_1464,home
1894,Vaccinated,senior,66,18,H_631,home
503,Susceptible,senior,64,15,H_167,home
798,Susceptible,adult,48,59,H_266,home
203,Susceptible,adult,85,56,H_67,home
4875,Susceptible,adult,44,58,H_1625,home
4667,Vaccinated,child,87,58,H_1555,home
4909,Susceptible,adult,30,6,H_1636,home
2869,Susceptible,adult,86,46,H_956,home
4211,Susceptible,adult,52,15,H_1403,home
3211,Vaccinated,adult,47,22,H_1070,home
572,Vaccinated,adult,41,13,H_190,home
2541,Susceptible,child,4,16,H_847,home
4826,Vaccinated,adult,11,72,H_1608,home
3066,Dead,senior,65,59,H_1022,home
3311,Vaccinated,child,17,5,H_1103,home
1862,Vaccinated,child,22,45,H_620,home
2167,Susceptible,adult,57,62,H_722,home
738,Susceptible,adult,15,74,H_246,home
4515,Susceptible,adult,83,5,H_1505,home
964,Susceptible,adult,79,78,H_321,home
1231,Vaccinated,child,32,76,H_410,home
