scenario_name,population_mean,population_std,population_min,population_max,initial_infected_mean,initial_infected_std,initial_infected_min,initial_infected_max,total_infections_mean,total_infections_std,total_infections_min,total_infections_max,peak_active_cases_mean,peak_active_cases_std,peak_active_cases_min,peak_active_cases_max,attack_rate_mean,attack_rate_std,attack_rate_min,attack_rate_max,case_fatality_rate_mean,case_fatality_rate_std,case_fatality_rate_min,case_fatality_rate_max,average_rt_mean,average_rt_std,average_rt_min,average_rt_max,secondary_infections_mean,secondary_infections_std,secondary_infections_min,secondary_infections_max,total_household_infections_mean,total_household_infections_std,total_household_infections_min,total_household_infections_max,total_community_infections_mean,total_community_infections_std,total_community_infections_min,total_community_infections_max,total_home_infections_mean,total_home_infections_std,total_home_infections_min,total_home_infections_max,total_school_infections_mean,total_school_infections_std,total_school_infections_min,total_school_infections_max,total_work_infections_mean,total_work_infections_std,total_work_infections_min,total_work_infections_max,total_other_infections_mean,total_other_infections_std,total_other_infections_min,total_other_infections_max,total_quarantined_agents_mean,total_quarantined_agents_std,total_quarantined_agents_min,total_quarantined_agents_max,total_mask_protected_contacts_mean,total_mask_protected_contacts_std,total_mask_protected_contacts_min,total_mask_protected_contacts_max,household_infection_share_mean,household_infection_share_std,household_infection_share_min,household_infection_share_max,community_infection_share_mean,community_infection_share_std,community_infection_share_min,community_infection_share_max,home_infection_share_mean,home_infection_share_std,home_infection_share_min,home_infection_share_max,school_infection_share_mean,school_infection_share_std,school_infection_share_min,school_infection_share_max,work_infection_share_mean,work_infection_share_std,work_infection_share_min,work_infection_share_max,other_infection_share_mean,other_infection_share_std,other_infection_share_min,other_infection_share_max,household_share_sum_mean,household_share_sum_std,household_share_sum_min,household_share_sum_max,location_share_sum_mean,location_share_sum_std,location_share_sum_min,location_share_sum_max,detection_rate_mean,detection_rate_std,detection_rate_min,detection_rate_max,quarantine_rate_mean,quarantine_rate_std,quarantine_rate_min,quarantine_rate_max,undetected_infections_mean,undetected_infections_std,undetected_infections_min,undetected_infections_max,undetected_rate_mean,undetected_rate_std,undetected_rate_min,undetected_rate_max,asymptomatic_rate_observed_mean,asymptomatic_rate_observed_std,asymptomatic_rate_observed_min,asymptomatic_rate_observed_max,child_vaccination_coverage_mean,child_vaccination_coverage_std,child_vaccination_coverage_min,child_vaccination_coverage_max,adult_vaccination_coverage_mean,adult_vaccination_coverage_std,adult_vaccination_coverage_min,adult_vaccination_coverage_max,senior_vaccination_coverage_mean,senior_vaccination_coverage_std,senior_vaccination_coverage_min,senior_vaccination_coverage_max,child_attack_rate_mean,child_attack_rate_std,child_attack_rate_min,child_attack_rate_max,adult_attack_rate_mean,adult_attack_rate_std,adult_attack_rate_min,adult_attack_rate_max,senior_attack_rate_mean,senior_attack_rate_std,senior_attack_rate_min,senior_attack_rate_max,child_death_rate_mean,child_death_rate_std,child_death_rate_min,child_death_rate_max,adult_death_rate_mean,adult_death_rate_std,adult_death_rate_min,adult_death_rate_max,senior_death_rate_mean,senior_death_rate_std,senior_death_rate_min,senior_death_rate_max,total_vaccinations_mean,total_vaccinations_std,total_vaccinations_min,total_vaccinations_max,vaccination_coverage_mean,vaccination_coverage_std,vaccination_coverage_min,vaccination_coverage_max,breakthrough_infection_rate_mean,breakthrough_infection_rate_std,breakthrough_infection_rate_min,breakthrough_infection_rate_max,vaccinated_infection_rate_mean,vaccinated_infection_rate_std,vaccinated_infection_rate_min,vaccinated_infection_rate_max,unvaccinated_infection_rate_mean,unvaccinated_infection_rate_std,unvaccinated_infection_rate_min,unvaccinated_infection_rate_max,observed_vaccine_effectiveness_mean,observed_vaccine_effectiveness_std,observed_vaccine_effectiveness_min,observed_vaccine_effectiveness_max,lockdown_duration_mean,lockdown_duration_std,lockdown_duration_min,lockdown_duration_max,school_closure_duration_mean,school_closure_duration_std,school_closure_duration_min,school_closure_duration_max,mask_compliance_duration_mean,mask_compliance_duration_std,mask_compliance_duration_min,mask_compliance_duration_max,testing_rate_duration_mean,testing_rate_duration_std,testing_rate_duration_min,testing_rate_duration_max,quarantine_compliance_duration_mean,quarantine_compliance_duration_std,quarantine_compliance_duration_min,quarantine_compliance_duration_max,work_closure_duration_mean,work_closure_duration_std,work_closure_duration_min,work_closure_duration_max,senior_mobility_reduction_duration_mean,senior_mobility_reduction_duration_std,senior_mobility_reduction_duration_min,senior_mobility_reduction_duration_max,child_mobility_reduction_duration_mean,child_mobility_reduction_duration_std,child_mobility_reduction_duration_min,child_mobility_reduction_duration_max,vaccination_campaign_duration_mean,vaccination_campaign_duration_std,vaccination_campaign_duration_min,vaccination_campaign_duration_max
No school closure,5000.0,0.0,5000,5000,18.0,0.0,18,18,1263.4,21.858636736997145,1236,1288,483.2,131.23147488312398,304,651,0.25268,0.00437172734739944,0.2472,0.2576,0.003178057836206247,0.002949533026136668,0.0008090614886731392,0.008006405124099279,0.011058595630136819,0.0005916509126613564,0.010255016749026942,0.011672677248527358,1245.4,21.858636736997145,1218,1270,76.4,8.706319543871567,69,89,1169.0,23.140872930812268,1136,1199,285.4,19.5012820091398,264,313,938.2,16.558985476169735,915,958,21.8,6.418722614352484,17,33,0.0,0.0,0,0,15013.0,719.3278112237841,14096,15857,695878.8,21347.267405923394,661680,718020,0.06135666177924794,0.00699187802363455,0.05546623794212219,0.07041139240506329,0.9386433382207521,0.006991878023634558,0.9295886075949367,0.9445337620578779,0.22907692490397064,0.01333153989505041,0.21445978878960195,0.247626582278481,0.7534108688542454,0.012255531233653342,0.7357594936708861,0.7701056051990252,0.017512206241784,0.005174018362029917,0.013385826771653543,0.02652733118971061,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.24450600447384482,0.005839888663127277,0.23705501618122976,0.25273010920436817,0.24450600447384482,0.005839888663127277,0.23705501618122976,0.25273010920436817,954.4,10.502380682492898,943,970,0.7554939955261551,0.005839888663127298,0.7472698907956318,0.7629449838187702,0.3050974430672075,0.010353279044212306,0.29449838187702265,0.32065217391304346,0.04527684610490122,0.00435450632016901,0.041749502982107355,0.05190989226248776,0.35617659623756687,0.003066003717139765,0.3530782029950083,0.3599867285998673,0.35825335981191136,0.013105307527660894,0.34121274409044194,0.3756503642039542,0.9435753587266065,0.006279091601522073,0.9364278506559032,0.9502439024390243,0.06773100253915379,0.004252345520941076,0.06316137566137567,0.07173696446363334,0.09295771171525054,0.007727885502717978,0.08428720083246619,0.10174717368961973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004055632186174045,0.003699113667230343,0.0010152284263959391,0.010111223458038422,1876.8,36.26568626125805,1831,1921,0.37536,0.007253137252251582,0.3662,0.3842,0.216718546768165,0.010311469498766657,0.20152921900600765,0.226246719160105,0.216718546768165,0.010311469498766657,0.20152921900600765,0.226246719160105,0.27417632184194685,0.008865505380292089,0.2676639083386378,0.28810350268223417,0.20834900540266968,0.05531328798196265,0.1573602938621842,0.30049715768889573,0.0,0.0,0,0,0.0,0.0,0,0,572.6,100.31350856190805,445,723,567.2,99.95599031573848,443,721,567.2,99.95599031573848,443,721,0.0,0.0,0,0,585.2,106.61941661817515,453,748,0.0,0.0,0,0,0.0,0.0,0,0
Senior protection,5000.0,0.0,5000,5000,18.0,0.0,18,18,449.75,221.4081826250632,192,706,120.75,1.707825127659933,119,123,0.08995,0.04428163652501263,0.0384,0.1412,0.01015953925657959,0.0034478653697581053,0.007082152974504249,0.0148975791433892,0.01275161768058651,0.002502940092766834,0.00911096115948796,0.014810604404061536,431.75,221.4081826250632,174,688,36.5,15.968719422671311,20,53,395.25,205.94072771876216,154,635,155.75,77.74477474403022,61,238,263.75,139.53344879753146,103,432,12.25,6.551081335677848,4,18,0.0,0.0,0,0,377.75,241.64212519067672,122,704,57254.0,32838.42821045693,21193,99312,0.08942017199660689,0.01834736148920704,0.07514450867052024,0.11494252873563218,0.9105798280033931,0.018347361489207015,0.8850574712643678,0.9248554913294798,0.36102411683995345,0.015198082152542976,0.34593023255813954,0.37764932562620424,0.6069883713204562,0.01913623996950723,0.5895953757225434,0.627906976744186,0.03198751183959035,0.019158926706038717,0.011560693641618497,0.05747126436781609,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6.409875621278546e-17,0.9999999999999999,1.0,0.08327035457931399,0.01241979140212913,0.06770833333333333,0.09631728045325778,0.04798847564820243,0.009476706499929842,0.036458333333333336,0.059490084985835696,410.25,197.66195890964957,179,638,0.9167296454206859,0.012419791402129128,0.9036827195467422,0.9322916666666666,0.2924834620325905,0.02172828208153124,0.265625,0.31444759206798867,0.29637898060101875,0.04682261493208316,0.25203252032520324,0.36217303822937624,0.3739937503798621,0.004705188176408705,0.36695137976346914,0.376665583360416,0.34927341193423844,0.021124603268425537,0.3263157894736842,0.37643378519290926,0.3008211681459434,0.15758821012985433,0.11468812877263582,0.4888211382113821,0.028864733593412854,0.013537528017681811,0.012143091565474237,0.042378449408672796,0.05193547973937003,0.02650123471416543,0.023983315954118872,0.08024691358024691,0.0,0.0,0.0,0.0,8.21287779237845e-05,0.000164257555847569,0.0,0.000328515111695138,0.004226253738184677,0.002431825013144627,0.0020855057351407717,0.007655502392344498,1876.5,28.94247167514666,1849,1902,0.3753,0.005788494335029312,0.3698,0.3804,0.05683754744987181,0.03569204653786004,0.017359284587059442,0.10199789695057834,0.05683754744987181,0.03569204653786004,0.017359284587059442,0.10199789695057834,0.10981366967260299,0.04976517247670939,0.051306873184898356,0.16526791478373143,0.5184114258136389,0.11393180162793524,0.3828330375920084,0.6616577173880679,0.0,0.0,0,0,267.75,35.67795771434608,237,316,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1176.75,619.915787291575,460,1907,267.75,35.67795771434608,237,316,0.0,0.0,0,0
