agent_id,state,age_group,x,y,household_id,current_location_type
1368,Vaccinated,adult,5,46,H_456,work
3179,Vaccinated,child,75,20,H_1059,school
2685,Recovered,child,65,65,H_895,school
3090,Susceptible,adult,9,38,H_1030,work
3345,Susceptible,child,25,25,H_1115,school
2303,Susceptible,adult,82,58,H_767,work
1681,Susceptible,adult,29,68,H_560,work
3635,Susceptible,adult,74,64,H_1211,work
186,Susceptible,child,10,10,H_62,school
1596,Susceptible,adult,64,58,H_532,work
3566,Susceptible,adult,15,22,H_1188,work
4355,Susceptible,senior,14,43,H_1451,home
902,Susceptible,senior,69,31,H_300,work
3379,Susceptible,adult,83,62,H_1126,work
540,Vaccinated,adult,58,48,H_180,work
235,Susceptible,adult,80,62,H_78,work
4885,Susceptible,child,25,25,H_1628,school
1279,Vaccinated,adult,29,71,H_426,work
2374,Susceptible,adult,34,5,H_791,work
2289,Susceptible,adult,36,88,H_763,work
4123,Susceptible,adult,28,70,H_1374,work
3164,Vaccinated,child,10,10,H_1054,school
408,Susceptible,adult,60,78,H_136,work
4494,Susceptible,adult,62,29,H_1498,work
710,Vaccinated,adult,16,6,H_236,work
4599,Vaccinated,adult,67,68,H_1533,work
1471,Susceptible,adult,8,4,H_490,work
3417,Vaccinated,adult,88,51,H_1139,work
1139,Susceptible,adult,58,84,H_379,work
2846,Recovered,adult,48,71,H_948,work
1743,Susceptible,adult,26,31,H_581,work
143,Susceptible,adult,31,4,H_47,work
409,Vaccinated,child,25,25,H_136,school
4458,Susceptible,adult,42,83,H_1486,work
2932,Susceptible,adult,54,87,H_977,work
2044,Recovered,adult,24,25,H_681,work
1603,Susceptible,adult,40,65,H_534,work
3630,Susceptible,adult,8,13,H_1210,work
3101,Susceptible,adult,1,10,H_1033,work
81,Vaccinated,adult,37,36,H_27,work
1986,Recovered,adult,62,83,H_662,work
971,Susceptible,adult,79,56,H_323,work
2810,Susceptible,adult,88,78,H_936,work
2730,Susceptible,adult,9,18,H_910,work
386,Vaccinated,adult,85,44,H_128,work
850,Susceptible,adult,79,82,H_283,work
41,Susceptible,adult,13,1,H_13,work
4982,Recovered,child,25,25,H_1660,school
2466,Susceptible,adult,72,7,H_822,work
3845,Susceptible,adult,25,65,H_1281,work
3929,Vaccinated,adult,48,45,H_1309,work
3132,Vaccinated,child,25,25,H_1044,school
448,Susceptible,adult,47,46,H_149,work
1186,Susceptible,senior,57,73,H_395,work
924,Susceptible,child,75,20,H_308,school
1992,Vaccinated,senior,44,84,H_664,work
321,Vaccinated,child,65,65,H_107,school
3913,Susceptible,adult,78,88,H_1304,work
4152,Vaccinated,adult,43,13,H_1384,work
4115,Susceptible,adult,38,62,H_1371,work
3361,Vaccinated,adult,8,1,H_1120,work
4895,Susceptible,senior,67,7,H_1631,work
4653,Susceptible,adult,72,54,H_1551,work
3590,Susceptible,senior,51,34,H_1196,home
2320,Vaccinated,adult,27,2,H_773,work
3548,Vaccinated,adult,73,21,H_1182,work
3191,Recovered,child,65,65,H_1063,school
4934,Vaccinated,adult,23,61,H_1644,work
1856,Vaccinated,adult,65,3,H_618,work
2281,Vaccinated,adult,87,58,H_760,work
2950,Susceptible,adult,72,71,H_983,work
1128,Susceptible,adult,23,32,H_376,work
943,Vaccinated,adult,30,17,H_314,work
783,Susceptible,adult,11,0,H_261,work
2662,Vaccinated,adult,70,70,H_887,work
1326,Recovered,child,45,45,H_442,school
3385,Vaccinated,child,10,10,H_1128,school
2115,Susceptible,adult,41,61,H_705,work
4167,Recovered,child,75,20,H_1389,school
590,Vaccinated,adult,6,27,H_196,work
2265,Susceptible,adult,7,45,H_755,work
1444,Vaccinated,senior,9,36,H_481,work
3701,Vaccinated,adult,75,40,H_1233,work
2985,Susceptible,adult,42,31,H_995,work
496,Vaccinated,adult,14,44,H_165,work
3074,Susceptible,adult,69,65,H_1024,work
359,Susceptible,adult,65,10,H_119,work
2241,Vaccinated,adult,60,60,H_747,work
1690,Vaccinated,child,75,20,H_563,school
4286,Susceptible,adult,79,74,H_1428,work
2970,Susceptible,senior,64,21,H_990,work
1811,Susceptible,senior,73,88,H_603,home
418,Susceptible,adult,85,34,H_139,work
4656,Vaccinated,adult,32,2,H_1552,work
965,Susceptible,adult,56,15,H_321,work
1031,Susceptible,adult,85,58,H_343,work
3035,Vaccinated,senior,81,19,H_1011,work
2954,Vaccinated,adult,80,80,H_984,work
4405,Susceptible,senior,46,55,H_1468,work
2675,Susceptible,adult,54,26,H_891,work
4023,Vaccinated,adult,48,23,H_1341,work
1606,Susceptible,adult,28,67,H_535,work
368,Susceptible,adult,43,12,H_122,work
3914,Vaccinated,child,75,20,H_1304,school
4220,Vaccinated,adult,30,85,H_1406,work
4488,Vaccinated,adult,28,75,H_1496,work
1555,Vaccinated,adult,77,72,H_518,work
251,Susceptible,child,25,25,H_83,school
887,Vaccinated,adult,8,18,H_295,work
1595,Vaccinated,child,65,65,H_531,school
753,Susceptible,senior,51,47,H_251,home
230,Vaccinated,adult,20,41,H_76,work
572,Susceptible,adult,50,4,H_190,work
4012,Susceptible,adult,44,21,H_1337,work
3644,Vaccinated,adult,12,74,H_1214,work
1649,Recovered,child,65,65,H_549,school
3846,Vaccinated,adult,71,52,H_1282,work
1066,Susceptible,adult,73,36,H_355,work
2504,Vaccinated,adult,74,52,H_834,work
2473,Susceptible,adult,79,35,H_824,work
2283,Susceptible,adult,21,51,H_761,work
2073,Susceptible,adult,84,61,H_691,work
4438,Vaccinated,adult,78,41,H_1479,work
1587,Susceptible,adult,3,16,H_529,work
2709,Susceptible,adult,47,9,H_903,work
1378,Susceptible,adult,11,28,H_459,work
2556,Susceptible,adult,12,41,H_852,work
1070,Vaccinated,adult,55,42,H_356,work
92,Susceptible,adult,34,75,H_30,work
1534,Susceptible,child,75,20,H_511,school
312,Susceptible,adult,32,24,H_104,work
2877,Vaccinated,adult,47,21,H_959,work
1488,Susceptible,adult,50,74,H_496,work
4733,Susceptible,senior,49,24,H_1577,work
4638,Susceptible,adult,20,67,H_1546,work
4780,Susceptible,adult,29,73,H_1593,work
4248,Recovered,child,45,45,H_1416,school
141,Susceptible,senior,43,14,H_47,home
2023,Susceptible,child,25,25,H_674,school
4789,Vaccinated,adult,60,36,H_1596,work
2327,Susceptible,adult,49,44,H_775,work
424,Susceptible,senior,7,60,H_141,work
4689,Vaccinated,adult,21,1,H_1563,work
4372,Vaccinated,adult,41,17,H_1457,work
4463,Vaccinated,child,10,10,H_1487,school
4515,Susceptible,adult,58,61,H_1505,work
728,Vaccinated,adult,28,82,H_242,work
236,Susceptible,adult,84,26,H_78,work
3980,Vaccinated,adult,40,69,H_1326,work
4407,Susceptible,senior,83,4,H_1469,work
4216,Recovered,adult,66,17,H_1405,work
2705,Susceptible,adult,37,56,H_901,work
3446,Susceptible,adult,29,44,H_1148,work
1687,Vaccinated,adult,60,44,H_562,work
4937,Susceptible,senior,8,66,H_1645,work
1665,Vaccinated,adult,79,78,H_555,work
1441,Susceptible,adult,81,75,H_480,work
4289,Vaccinated,senior,65,25,H_1429,work
1576,Recovered,adult,21,40,H_525,work
2290,Vaccinated,adult,71,29,H_763,work
999,Susceptible,adult,1,48,H_333,work
2467,Susceptible,senior,27,7,H_822,home
3208,Susceptible,adult,2,22,H_1069,work
