agent_id,state,age_group,x,y,household_id,current_location_type
60,Susceptible,adult,72,83,H_20,work
3746,Recovered,child,45,45,H_1248,school
1868,Susceptible,adult,1,15,H_622,work
1265,Susceptible,adult,32,63,H_421,work
3311,Recovered,adult,49,78,H_1103,work
1609,Susceptible,adult,45,50,H_536,work
4636,Susceptible,senior,49,53,H_1545,work
2331,Susceptible,adult,15,15,H_777,work
548,Susceptible,adult,47,28,H_182,work
2540,Susceptible,adult,31,78,H_846,work
3834,Susceptible,senior,77,88,H_1278,home
503,Susceptible,senior,13,37,H_167,work
320,Susceptible,adult,57,49,H_106,work
773,Susceptible,adult,72,75,H_257,work
1397,Recovered,child,10,10,H_465,school
1016,Susceptible,adult,22,46,H_338,work
2117,Recovered,child,10,10,H_705,school
4186,Susceptible,adult,51,42,H_1395,work
3416,Susceptible,adult,40,34,H_1138,work
4758,Susceptible,adult,9,76,H_1586,work
4055,Susceptible,adult,47,20,H_1351,work
1793,Susceptible,adult,0,30,H_597,work
552,Susceptible,adult,10,71,H_184,work
4473,Susceptible,adult,5,7,H_1491,work
1379,Recovered,adult,25,11,H_459,work
275,Susceptible,adult,73,64,H_91,work
2668,Susceptible,senior,39,28,H_889,work
4251,Susceptible,adult,42,14,H_1417,work
4846,Recovered,adult,81,13,H_1615,work
729,Susceptible,adult,56,64,H_243,work
428,Susceptible,senior,62,5,H_142,home
1590,Susceptible,adult,48,10,H_530,work
2147,Recovered,child,75,20,H_715,school
2125,Susceptible,adult,51,66,H_708,work
3662,Recovered,adult,61,60,H_1220,work
3945,Susceptible,senior,53,43,H_1315,work
2229,Susceptible,adult,28,29,H_743,work
4629,Susceptible,child,25,25,H_1543,school
643,Susceptible,adult,82,48,H_214,work
1887,Susceptible,adult,20,16,H_629,work
931,Susceptible,adult,77,55,H_310,work
1794,Recovered,adult,27,7,H_598,work
863,Susceptible,adult,7,53,H_287,work
962,Susceptible,adult,1,45,H_320,work
4085,Susceptible,senior,81,78,H_1361,work
4593,Susceptible,adult,38,21,H_1531,work
3373,Susceptible,adult,33,29,H_1124,work
4684,Susceptible,adult,79,29,H_1561,work
2425,Susceptible,child,10,10,H_808,school
1210,Susceptible,adult,69,7,H_403,work
2617,Susceptible,adult,52,11,H_872,work
4463,Recovered,adult,28,61,H_1487,work
4390,Susceptible,senior,21,83,H_1463,work
2791,Susceptible,adult,68,64,H_930,work
3404,Susceptible,senior,25,84,H_1134,home
33,Susceptible,adult,21,65,H_11,work
2014,Susceptible,senior,2,62,H_671,work
329,Susceptible,child,45,45,H_109,school
4289,Susceptible,adult,53,30,H_1429,work
2707,Susceptible,adult,4,26,H_902,work
4773,Susceptible,adult,62,41,H_1591,work
4481,Susceptible,adult,0,76,H_1493,work
4903,Susceptible,adult,37,64,H_1634,work
418,Susceptible,child,75,20,H_139,school
3763,Susceptible,adult,80,71,H_1254,work
4282,Susceptible,child,75,20,H_1427,school
4807,Recovered,child,65,65,H_1602,school
1075,Recovered,adult,74,31,H_358,work
2580,Susceptible,senior,34,41,H_860,work
4172,Susceptible,adult,36,29,H_1390,work
4114,Recovered,child,10,10,H_1371,school
1019,Susceptible,adult,75,81,H_339,work
3514,Recovered,adult,81,33,H_1171,work
2319,Recovered,adult,44,44,H_773,work
3397,Recovered,child,10,10,H_1132,school
3626,Susceptible,child,75,20,H_1208,school
930,Susceptible,adult,68,50,H_310,work
3169,Susceptible,adult,0,55,H_1056,work
1332,Susceptible,adult,88,33,H_444,work
373,Susceptible,adult,27,9,H_124,work
4784,Susceptible,adult,38,6,H_1594,work
3649,Susceptible,senior,17,34,H_1216,home
4617,Recovered,child,45,45,H_1539,school
4071,Recovered,child,65,65,H_1357,school
2232,Susceptible,adult,71,0,H_744,work
956,Recovered,child,10,10,H_318,school
261,Recovered,child,10,10,H_87,school
4624,Susceptible,adult,7,3,H_1541,work
3423,Recovered,child,65,65,H_1141,school
2869,Susceptible,adult,19,75,H_956,work
4426,Susceptible,adult,12,50,H_1475,work
3349,Susceptible,adult,2,48,H_1116,work
3606,Susceptible,adult,13,19,H_1202,work
4122,Susceptible,adult,11,33,H_1374,work
2334,Susceptible,adult,0,61,H_778,work
2886,Susceptible,adult,25,0,H_962,work
2672,Susceptible,adult,13,63,H_890,work
4718,Susceptible,senior,6,3,H_1572,home
3192,Susceptible,adult,54,66,H_1064,work
2670,Susceptible,adult,66,1,H_890,work
78,Susceptible,adult,32,35,H_26,work
2794,Recovered,adult,88,73,H_931,work
1434,Recovered,child,75,20,H_478,school
64,Susceptible,child,75,20,H_21,school
1503,Susceptible,adult,21,54,H_501,work
876,Susceptible,adult,85,32,H_292,work
4379,Susceptible,adult,42,16,H_1459,work
4614,Susceptible,adult,38,10,H_1538,work
1018,Susceptible,adult,25,73,H_339,work
4456,Susceptible,adult,40,2,H_1485,work
1382,Susceptible,child,45,45,H_460,school
2481,Recovered,adult,85,48,H_827,work
2653,Susceptible,adult,54,42,H_884,work
2024,Recovered,adult,9,6,H_674,work
449,Susceptible,adult,69,42,H_149,work
2356,Susceptible,adult,62,54,H_785,work
1098,Susceptible,senior,30,48,H_366,work
2015,Recovered,adult,88,75,H_671,work
