agent_id,state,age_group,x,y,household_id,current_location_type
3112,Vaccinated,adult,83,88,H_1037,work
2164,Susceptible,adult,8,23,H_721,work
2903,Susceptible,adult,86,57,H_967,work
4210,Vaccinated,adult,75,42,H_1403,work
3162,Susceptible,adult,42,52,H_1054,work
733,Vaccinated,child,65,65,H_244,school
2689,Susceptible,adult,74,15,H_896,work
535,Susceptible,child,75,20,H_178,school
4120,Susceptible,adult,62,88,H_1373,work
4659,Susceptible,senior,74,87,H_1553,home
1524,Susceptible,adult,30,54,H_508,work
98,Susceptible,adult,89,5,H_32,work
1601,Susceptible,adult,56,49,H_533,work
1628,Vaccinated,adult,37,55,H_542,work
2910,Susceptible,senior,27,25,H_970,home
3691,Susceptible,senior,0,50,H_1230,home
991,Susceptible,adult,44,49,H_330,work
4183,Susceptible,adult,83,52,H_1394,work
1286,Susceptible,child,75,20,H_428,school
1536,Susceptible,adult,72,3,H_512,work
3536,Susceptible,senior,37,84,H_1178,work
2949,Susceptible,adult,63,6,H_983,work
3273,Susceptible,adult,56,20,H_1091,work
4597,Vaccinated,adult,54,4,H_1532,work
3287,Vaccinated,adult,65,47,H_1095,work
1087,Vaccinated,child,25,25,H_362,school
3868,Susceptible,adult,30,42,H_1289,work
973,Susceptible,senior,4,31,H_324,work
2589,Vaccinated,adult,43,18,H_863,work
3761,Vaccinated,adult,23,81,H_1253,work
4145,Vaccinated,adult,78,3,H_1381,work
4310,Susceptible,adult,6,66,H_1436,work
3373,Susceptible,adult,75,20,H_1124,work
1105,Vaccinated,senior,9,73,H_368,work
181,Susceptible,adult,44,50,H_60,work
2798,Susceptible,adult,26,63,H_932,work
3588,Susceptible,senior,9,58,H_1196,work
3765,Susceptible,adult,36,44,H_1255,work
2746,Susceptible,adult,61,63,H_915,work
4115,Vaccinated,adult,82,45,H_1371,work
767,Susceptible,child,75,20,H_255,school
1177,Vaccinated,adult,68,4,H_392,work
745,Vaccinated,adult,67,81,H_248,work
3632,Vaccinated,adult,19,31,H_1210,work
2870,Susceptible,adult,33,9,H_956,work
4049,Susceptible,adult,27,51,H_1349,work
2674,Susceptible,senior,75,59,H_891,work
4842,Vaccinated,child,10,10,H_1614,school
2210,Vaccinated,adult,59,58,H_736,work
883,Susceptible,senior,86,48,H_294,work
4441,Susceptible,senior,80,86,H_1480,work
4948,Susceptible,senior,20,77,H_1649,home
4947,Susceptible,child,25,25,H_1649,school
2696,Vaccinated,adult,66,67,H_898,work
2182,Vaccinated,senior,58,17,H_727,home
2933,Susceptible,senior,41,46,H_977,home
3522,Recovered,child,45,45,H_1174,school
2709,Vaccinated,adult,67,65,H_903,work
3863,Susceptible,adult,89,50,H_1287,work
1391,Susceptible,adult,39,46,H_463,work
2997,Vaccinated,adult,51,45,H_999,work
1096,Susceptible,adult,83,89,H_365,work
1066,Vaccinated,adult,68,41,H_355,work
1504,Susceptible,senior,35,70,H_501,home
3730,Vaccinated,adult,62,19,H_1243,work
2877,Susceptible,child,25,25,H_959,school
1121,Susceptible,child,10,10,H_373,school
2068,Susceptible,adult,12,74,H_689,work
1516,Susceptible,senior,10,16,H_505,home
1300,Vaccinated,adult,16,34,H_433,work
1187,Vaccinated,senior,5,46,H_395,home
1112,Susceptible,adult,78,7,H_370,work
3260,Susceptible,adult,26,58,H_1086,work
1394,Susceptible,adult,76,20,H_464,work
4519,Susceptible,senior,66,79,H_1506,work
3577,Susceptible,senior,3,24,H_1192,work
2439,Vaccinated,adult,64,65,H_813,work
2530,Vaccinated,child,75,20,H_843,school
220,Vaccinated,senior,65,62,H_73,home
4723,Susceptible,adult,36,49,H_1574,work
4978,Susceptible,adult,73,16,H_1659,work
2061,Susceptible,adult,28,16,H_687,work
3222,Susceptible,adult,10,52,H_1074,work
3398,Susceptible,adult,26,71,H_1132,work
913,Vaccinated,adult,63,35,H_304,work
2073,Susceptible,adult,24,81,H_691,work
4920,Susceptible,adult,72,64,H_1640,work
2926,Vaccinated,adult,89,33,H_975,work
280,Recovered,adult,41,46,H_93,work
1364,Susceptible,child,10,10,H_454,school
547,Susceptible,adult,66,3,H_182,work
2091,Susceptible,adult,68,52,H_697,work
493,Susceptible,adult,3,53,H_164,work
4367,Susceptible,adult,40,56,H_1455,work
2609,Vaccinated,adult,85,33,H_869,work
3612,Vaccinated,adult,89,27,H_1204,work
3409,Vaccinated,senior,45,19,H_1136,work
2865,Vaccinated,adult,22,9,H_955,work
47,Susceptible,child,65,65,H_15,school
3938,Vaccinated,senior,61,43,H_1312,home
2152,Susceptible,adult,67,61,H_717,work
1311,Susceptible,senior,80,28,H_437,work
4452,Vaccinated,adult,35,13,H_1484,work
4537,Vaccinated,senior,16,60,H_1512,work
3155,Susceptible,child,25,25,H_1051,school
1038,Susceptible,adult,72,13,H_346,work
304,Susceptible,adult,66,30,H_101,work
1676,Susceptible,adult,11,18,H_558,work
3871,Susceptible,adult,3,52,H_1290,work
4455,Susceptible,adult,65,25,H_1485,work
3968,Vaccinated,child,45,45,H_1322,school
1719,Susceptible,child,45,45,H_573,school
2969,Susceptible,adult,58,2,H_989,work
3236,Vaccinated,adult,24,68,H_1078,work
2527,Susceptible,adult,61,8,H_842,work
1002,Vaccinated,child,25,25,H_334,school
2777,Susceptible,adult,68,36,H_925,work
1120,Susceptible,child,10,10,H_373,school
270,Vaccinated,child,10,10,H_90,school
370,Susceptible,adult,59,69,H_123,work
1362,Recovered,child,25,25,H_454,school
3361,Vaccinated,senior,43,11,H_1120,work
3671,Susceptible,adult,69,31,H_1223,work
1828,Susceptible,child,10,10,H_609,school
675,Susceptible,senior,6,78,H_225,work
980,Susceptible,adult,67,59,H_326,work
1744,Recovered,child,45,45,H_581,school
3755,Susceptible,adult,25,30,H_1251,work
1067,Vaccinated,child,25,25,H_355,school
815,Susceptible,adult,38,12,H_271,work
812,Vaccinated,adult,80,51,H_270,work
4019,Vaccinated,adult,15,20,H_1339,work
4268,Vaccinated,adult,34,1,H_1422,work
702,Vaccinated,child,75,20,H_234,school
248,Vaccinated,senior,0,49,H_82,work
4618,Vaccinated,adult,31,11,H_1539,work
1512,Susceptible,adult,9,40,H_504,work
3455,Vaccinated,adult,45,13,H_1151,work
568,Susceptible,adult,17,28,H_189,work
2273,Vaccinated,adult,44,75,H_757,work
4380,Susceptible,senior,0,25,H_1460,work
4712,Vaccinated,child,75,20,H_1570,school
4279,Vaccinated,senior,58,19,H_1426,work
4629,Vaccinated,adult,10,50,H_1543,work
4465,Susceptible,adult,61,14,H_1488,work
4008,Vaccinated,child,10,10,H_1336,school
1956,Vaccinated,adult,13,39,H_652,work
830,Susceptible,adult,42,48,H_276,work
1981,Vaccinated,adult,34,38,H_660,work
711,Susceptible,adult,45,41,H_237,work
3286,Susceptible,senior,21,73,H_1095,work
173,Susceptible,adult,84,43,H_57,work
1882,Susceptible,adult,4,35,H_627,work
4462,Susceptible,adult,39,30,H_1487,work
1352,Susceptible,adult,38,49,H_450,work
509,Susceptible,senior,7,28,H_169,home
3719,Recovered,senior,82,76,H_1239,work
4560,Vaccinated,senior,36,33,H_1520,home
3820,Susceptible,adult,51,73,H_1273,work
3023,Vaccinated,adult,58,8,H_1007,work
2917,Vaccinated,child,75,20,H_972,school
300,Susceptible,senior,49,28,H_100,work
1546,Susceptible,adult,70,84,H_515,work
1148,Vaccinated,adult,50,67,H_382,work
573,Susceptible,adult,3,0,H_191,work
4391,Vaccinated,child,75,20,H_1463,school
3625,Vaccinated,child,45,45,H_1208,school
4339,Susceptible,adult,51,19,H_1446,work
374,Vaccinated,child,25,25,H_124,school
3172,Vaccinated,adult,21,16,H_1057,work
1947,Susceptible,adult,67,76,H_649,work
4121,Susceptible,senior,34,75,H_1373,work
2706,Susceptible,adult,88,61,H_902,work
2139,Susceptible,senior,64,2,H_713,work
97,Susceptible,child,75,20,H_32,school
1998,Susceptible,adult,55,40,H_666,work
4937,Susceptible,adult,78,83,H_1645,work
4105,Susceptible,adult,75,14,H_1368,work
1491,Susceptible,adult,52,31,H_497,work
1572,Vaccinated,adult,51,39,H_524,work
843,Susceptible,senior,28,28,H_281,work
4169,Susceptible,adult,76,85,H_1389,work
235,Vaccinated,adult,67,81,H_78,work
941,Susceptible,child,65,65,H_313,school
2891,Susceptible,senior,51,2,H_963,work
3119,Susceptible,adult,41,76,H_1039,work
1180,Vaccinated,adult,43,61,H_393,work
2866,Susceptible,adult,68,81,H_955,work
515,Susceptible,adult,67,55,H_171,work
927,Susceptible,senior,20,23,H_309,work
4016,Vaccinated,adult,2,50,H_1338,work
1600,Susceptible,adult,68,42,H_533,work
964,Vaccinated,adult,37,11,H_321,work
685,Susceptible,child,10,10,H_228,school
637,Susceptible,adult,20,30,H_212,work
4158,Susceptible,senior,73,51,H_1386,home
369,Susceptible,senior,68,46,H_123,home
1110,Susceptible,adult,16,48,H_370,work
3368,Susceptible,senior,40,26,H_1122,home
406,Vaccinated,child,65,65,H_135,school
1788,Recovered,child,45,45,H_596,school
4640,Vaccinated,adult,71,51,H_1546,work
4661,Susceptible,adult,83,89,H_1553,work
1778,Susceptible,adult,82,36,H_592,work
4877,Vaccinated,adult,28,22,H_1625,work
2437,Susceptible,adult,53,8,H_812,work
164,Susceptible,adult,46,60,H_54,work
2044,Susceptible,adult,17,3,H_681,work
1896,Vaccinated,adult,4,50,H_632,work
2725,Susceptible,adult,70,2,H_908,work
468,Susceptible,adult,56,12,H_156,work
2493,Vaccinated,adult,61,45,H_831,work
1115,Vaccinated,adult,10,4,H_371,work
2387,Vaccinated,adult,60,75,H_795,work
211,Susceptible,adult,48,18,H_70,work
2494,Vaccinated,adult,3,30,H_831,work
1431,Vaccinated,adult,86,70,H_477,work
2094,Susceptible,adult,29,2,H_698,work
1712,Vaccinated,adult,14,54,H_570,work
2409,Vaccinated,adult,84,81,H_803,work
3304,Susceptible,adult,18,42,H_1101,work
4421,Vaccinated,adult,87,17,H_1473,work
4470,Vaccinated,child,65,65,H_1490,school
2212,Susceptible,adult,24,20,H_737,work
4617,Susceptible,adult,5,46,H_1539,work
3075,Vaccinated,adult,2,47,H_1025,work
2324,Susceptible,adult,10,85,H_774,work
2376,Susceptible,adult,46,14,H_792,work
2704,Vaccinated,child,25,25,H_901,school
1746,Susceptible,adult,60,64,H_582,work
4309,Susceptible,child,65,65,H_1436,school
54,Vaccinated,adult,13,43,H_18,work
4872,Susceptible,adult,31,52,H_1624,work
4983,Susceptible,senior,59,35,H_1661,work
4450,Recovered,senior,22,15,H_1483,work
2424,Susceptible,adult,25,46,H_808,work
4621,Vaccinated,child,10,10,H_1540,school
1065,Susceptible,adult,43,89,H_355,work
735,Vaccinated,adult,73,52,H_245,work
1218,Vaccinated,adult,51,22,H_406,work
3141,Vaccinated,adult,17,5,H_1047,work
4923,Susceptible,adult,82,58,H_1641,work
1957,Vaccinated,adult,70,67,H_652,work
2441,Vaccinated,adult,60,41,H_813,work
4032,Vaccinated,adult,80,10,H_1344,work
2775,Susceptible,adult,53,9,H_925,work
2834,Vaccinated,senior,73,12,H_944,work
4775,Vaccinated,adult,0,14,H_1591,work
1808,Vaccinated,adult,79,73,H_602,work
811,Susceptible,child,75,20,H_270,school
3942,Vaccinated,child,45,45,H_1314,school
392,Susceptible,adult,73,83,H_130,work
4810,Susceptible,adult,42,6,H_1603,work
1313,Susceptible,adult,18,1,H_437,work
4922,Susceptible,senior,20,86,H_1640,home
613,Recovered,adult,8,66,H_204,work
3696,Susceptible,senior,34,69,H_1232,home
609,Vaccinated,adult,69,65,H_203,work
217,Susceptible,child,65,65,H_72,school
1344,Susceptible,adult,17,62,H_448,work
1820,Vaccinated,child,65,65,H_606,school
2459,Susceptible,child,45,45,H_819,school
1385,Susceptible,child,10,10,H_461,school
1755,Susceptible,senior,69,59,H_585,work
3048,Susceptible,adult,57,65,H_1016,work
4749,Vaccinated,child,45,45,H_1583,school
4397,Susceptible,senior,41,38,H_1465,work
1089,Vaccinated,adult,25,45,H_363,work
4313,Susceptible,senior,6,76,H_1437,home
2354,Susceptible,child,25,25,H_784,school
1073,Susceptible,child,75,20,H_357,school
1867,Vaccinated,adult,64,1,H_622,work
4017,Susceptible,adult,53,82,H_1339,work
1748,Vaccinated,child,10,10,H_582,school
3328,Susceptible,adult,7,17,H_1109,work
1412,Susceptible,adult,58,34,H_470,work
3708,Susceptible,adult,26,18,H_1236,work
4931,Susceptible,adult,55,56,H_1643,work
900,Susceptible,adult,51,58,H_300,work
617,Vaccinated,adult,72,51,H_205,work
4639,Susceptible,senior,46,22,H_1546,home
4739,Vaccinated,adult,68,18,H_1579,work
1032,Recovered,child,45,45,H_344,school
2574,Vaccinated,adult,52,55,H_858,work
1992,Vaccinated,adult,65,25,H_664,work
317,Vaccinated,adult,35,82,H_105,work
3265,Susceptible,senior,28,77,H_1088,work
1672,Vaccinated,child,45,45,H_557,school
514,Susceptible,adult,2,0,H_171,work
1995,Vaccinated,adult,20,25,H_665,work
1659,Susceptible,adult,37,72,H_553,work
335,Vaccinated,adult,32,63,H_111,work
3407,Vaccinated,child,75,20,H_1135,school
4357,Vaccinated,adult,6,75,H_1452,work
487,Vaccinated,child,65,65,H_162,school
3014,Vaccinated,adult,76,28,H_1004,work
3709,Susceptible,senior,8,29,H_1236,work
4575,Susceptible,adult,61,4,H_1525,work
4323,Susceptible,adult,74,22,H_1441,work
1040,Vaccinated,adult,31,62,H_346,work
1450,Vaccinated,child,45,45,H_483,school
2294,Susceptible,adult,24,85,H_764,work
633,Vaccinated,senior,80,70,H_211,home
763,Susceptible,adult,66,85,H_254,work
3815,Vaccinated,child,75,20,H_1271,school
189,Susceptible,senior,31,48,H_63,work
4134,Vaccinated,child,75,20,H_1378,school
4569,Susceptible,adult,44,82,H_1523,work
2633,Susceptible,adult,29,16,H_877,work
1625,Susceptible,adult,25,85,H_541,work
1933,Susceptible,child,45,45,H_644,school
4329,Susceptible,child,45,45,H_1443,school
477,Vaccinated,adult,75,77,H_159,work
2239,Susceptible,child,10,10,H_746,school
2065,Susceptible,senior,6,73,H_688,work
386,Susceptible,adult,34,72,H_128,work
70,Susceptible,child,65,65,H_23,school
1383,Susceptible,adult,77,17,H_461,work
