agent_id,state,age_group,x,y,household_id,current_location_type
73,Recovered,child,15,15,H_18,school
2,Recovered,child,15,15,H_0,school
30,Vaccinated,adult,11,17,H_7,work
13,Recovered,adult,3,14,H_3,work
18,Recovered,child,15,15,H_4,school
66,Recovered,adult,7,17,H_16,work
75,Recovered,senior,15,17,H_18,work
31,Recovered,adult,19,0,H_7,work
34,Recovered,adult,11,17,H_8,work
41,Recovered,adult,14,13,H_10,work
53,Recovered,adult,7,5,H_13,work
62,Recovered,adult,11,2,H_15,work
96,Recovered,adult,15,13,H_24,work
88,Recovered,senior,13,0,H_22,work
81,Recovered,senior,16,4,H_20,work
32,Recovered,child,15,15,H_8,school
33,Recovered,adult,16,0,H_8,work
8,Recovered,child,5,5,H_2,school
65,Recovered,adult,14,2,H_16,work
54,Recovered,child,5,5,H_13,school
67,Recovered,adult,11,5,H_16,work
52,Recovered,senior,10,12,H_13,work
12,Recovered,child,5,5,H_3,school
68,Recovered,adult,3,3,H_17,work
15,Recovered,adult,11,4,H_3,work
98,Recovered,adult,1,14,H_24,work
60,Recovered,adult,1,15,H_15,work
80,Recovered,adult,5,4,H_20,work
44,Vaccinated,adult,7,9,H_11,work
25,Recovered,adult,15,6,H_6,work
47,Recovered,child,15,15,H_11,school
23,Recovered,senior,11,3,H_5,work
56,Recovered,adult,1,15,H_14,work
29,Recovered,adult,9,12,H_7,work
14,Recovered,child,5,5,H_3,school
21,Recovered,adult,14,18,H_5,work
24,Recovered,adult,19,8,H_6,work
51,Recovered,senior,6,0,H_12,work
19,Recovered,adult,10,9,H_4,work
28,Recovered,senior,9,5,H_7,work
92,Recovered,senior,19,9,H_23,work
38,Recovered,child,5,5,H_9,school
4,Recovered,adult,3,17,H_1,work
7,Recovered,senior,8,6,H_1,work
76,Recovered,child,5,5,H_19,school
46,Recovered,adult,4,14,H_11,work
27,Recovered,adult,13,9,H_6,work
93,Recovered,adult,15,18,H_23,home
99,Recovered,child,5,5,H_24,school
58,Recovered,senior,4,9,H_14,work
85,Recovered,adult,5,11,H_21,work
86,Recovered,adult,6,14,H_21,work
11,Recovered,child,15,15,H_2,school
95,Recovered,child,5,5,H_23,school
40,Recovered,adult,13,7,H_10,work
5,Recovered,child,15,15,H_1,school
97,Recovered,senior,15,17,H_24,work
36,Recovered,senior,9,6,H_9,work
22,Recovered,adult,11,7,H_5,work
77,Recovered,senior,2,18,H_19,work
69,Recovered,child,5,5,H_17,school
84,Recovered,child,15,15,H_21,school
90,Recovered,senior,9,18,H_22,work
42,Recovered,child,5,5,H_10,school
64,Recovered,senior,16,6,H_16,work
43,Recovered,adult,8,8,H_10,work
39,Recovered,adult,19,8,H_9,work
94,Recovered,senior,6,14,H_23,work
0,Recovered,adult,2,10,H_0,work
71,Recovered,child,5,5,H_17,school
1,Recovered,child,5,5,H_0,school
37,Recovered,senior,11,11,H_9,work
3,Recovered,adult,14,16,H_0,work
63,Recovered,child,5,5,H_15,school
87,Recovered,adult,15,11,H_21,work
78,Recovered,adult,16,5,H_19,work
57,Recovered,child,5,5,H_14,school
82,Recovered,child,15,15,H_20,school
48,Recovered,adult,4,5,H_12,work
72,Recovered,adult,15,9,H_18,work
20,Recovered,adult,2,15,H_5,work
74,Recovered,adult,12,7,H_18,work
50,Recovered,child,15,15,H_12,school
91,Vaccinated,adult,11,14,H_22,work
59,Recovered,adult,14,8,H_14,work
89,Recovered,adult,7,15,H_22,work
79,Recovered,adult,7,10,H_19,work
17,Recovered,adult,16,5,H_4,work
26,Recovered,senior,0,13,H_6,work
10,Vaccinated,adult,7,9,H_2,work
83,Recovered,adult,8,10,H_20,work
55,Recovered,child,5,5,H_13,school
6,Recovered,adult,4,19,H_1,work
9,Recovered,adult,12,9,H_2,work
49,Recovered,adult,5,5,H_12,work
61,Recovered,adult,1,16,H_15,work
16,Vaccinated,adult,12,18,H_4,work
35,Recovered,adult,3,15,H_8,work
45,Recovered,child,5,5,H_11,school
70,Vaccinated,adult,2,6,H_17,work
