agent_id,state,age_group,x,y,household_id,current_location_type
57,Recovered,adult,17,11,H_14,work
18,Recovered,child,5,5,H_4,school
23,Recovered,adult,11,16,H_5,work
38,Recovered,adult,2,19,H_9,work
40,Recovered,adult,0,5,H_10,work
39,Recovered,child,5,5,H_9,school
62,Recovered,adult,6,18,H_15,work
89,Recovered,adult,3,6,H_22,work
71,Recovered,adult,12,17,H_17,work
37,Recovered,child,5,5,H_9,school
60,Recovered,adult,5,13,H_15,work
51,Susceptible,adult,7,1,H_12,work
50,Recovered,child,15,15,H_12,school
83,Susceptible,adult,14,13,H_20,work
93,Vaccinated,adult,16,3,H_23,work
52,Recovered,adult,5,18,H_13,work
2,Recovered,child,15,15,H_0,school
68,Recovered,adult,15,18,H_17,work
25,Recovered,child,5,5,H_6,school
99,Recovered,adult,4,0,H_24,work
90,Recovered,adult,18,2,H_22,work
56,Dead,adult,17,7,H_14,home
31,Recovered,senior,17,2,H_7,work
10,Recovered,senior,14,10,H_2,work
59,Recovered,child,5,5,H_14,school
77,Recovered,adult,18,11,H_19,work
5,Recovered,adult,18,5,H_1,work
14,Recovered,adult,6,15,H_3,work
26,Recovered,adult,17,4,H_6,work
63,Recovered,adult,5,9,H_15,work
34,Recovered,child,15,15,H_8,school
6,Recovered,child,5,5,H_1,school
79,Recovered,child,5,5,H_19,school
49,Vaccinated,adult,16,11,H_12,work
69,Recovered,adult,5,10,H_17,work
44,Vaccinated,adult,9,11,H_11,work
20,Recovered,adult,9,13,H_5,work
78,Recovered,child,15,15,H_19,school
53,Recovered,adult,1,6,H_13,work
19,Recovered,adult,19,5,H_4,work
0,Recovered,adult,15,0,H_0,work
72,Recovered,adult,0,9,H_18,work
55,Recovered,child,15,15,H_13,school
17,Recovered,adult,16,2,H_4,work
32,Recovered,adult,13,1,H_8,work
67,Recovered,adult,17,0,H_16,work
46,Recovered,adult,17,2,H_11,work
45,Recovered,child,15,15,H_11,school
24,Recovered,child,5,5,H_6,school
8,Recovered,adult,19,5,H_2,work
15,Recovered,child,15,15,H_3,school
1,Recovered,adult,6,4,H_0,work
30,Recovered,child,15,15,H_7,school
87,Susceptible,adult,11,0,H_21,work
81,Susceptible,adult,19,15,H_20,work
4,Recovered,adult,19,6,H_1,work
65,Recovered,senior,17,2,H_16,work
88,Recovered,adult,15,19,H_22,work
54,Recovered,adult,6,4,H_13,work
9,Recovered,child,5,5,H_2,school
29,Recovered,child,5,5,H_7,school
74,Recovered,child,5,5,H_18,school
76,Recovered,adult,15,2,H_19,work
11,Recovered,senior,6,14,H_2,work
21,Recovered,child,5,5,H_5,school
96,Susceptible,adult,4,14,H_24,work
41,Recovered,senior,18,18,H_10,work
35,Recovered,child,5,5,H_8,school
92,Vaccinated,adult,1,9,H_23,work
43,Recovered,child,5,5,H_10,school
82,Susceptible,adult,3,9,H_20,work
64,Recovered,child,5,5,H_16,school
28,Recovered,adult,2,10,H_7,work
94,Recovered,child,15,15,H_23,school
7,Recovered,adult,4,14,H_1,work
91,Recovered,adult,14,5,H_22,work
3,Recovered,child,5,5,H_0,school
73,Recovered,adult,10,9,H_18,work
85,Recovered,adult,2,17,H_21,work
80,Susceptible,adult,12,10,H_20,work
48,Susceptible,adult,18,14,H_12,work
36,Recovered,senior,8,15,H_9,work
47,Recovered,child,5,5,H_11,school
16,Vaccinated,senior,7,17,H_4,work
12,Recovered,adult,11,10,H_3,work
13,Dead,senior,2,17,H_3,home
98,Recovered,child,5,5,H_24,school
70,Recovered,child,5,5,H_17,school
86,Susceptible,adult,2,8,H_21,work
75,Recovered,child,5,5,H_18,school
27,Recovered,adult,3,19,H_6,work
95,Recovered,senior,8,0,H_23,work
33,Recovered,child,15,15,H_8,school
42,Recovered,child,5,5,H_10,school
22,Recovered,adult,18,15,H_5,work
84,Susceptible,adult,7,8,H_21,work
61,Vaccinated,adult,8,16,H_15,work
66,Recovered,adult,10,3,H_16,work
58,Recovered,child,15,15,H_14,school
97,Vaccinated,child,15,15,H_24,school
