Step,Susceptible,Exposed,Infected,Recovered,Dead,Asymptomatic,Vaccinated,ActiveCases,NewInfections,Rt,HouseholdInfections,CommunityInfections,HomeInfections,SchoolInfections,WorkInfections,OtherInfections,MaskProtectedContacts,QuarantinedAgents,DetectedInfected,UndetectedInfected,LockdownActive,LockdownStartStep,SchoolClosedActive,MaskComplianceActive,TestingRateActive,QuarantineComplianceActive,WorkClosedActive,SeniorMobilityActive,ChildMobilityActive,VaccinationCampaignActive,NewVaccinations
0,3043,0,18,0,0,0,1939,18,0,0.0,0,0,0,0,0,0,294,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
1,3043,0,18,0,0,0,1939,18,0,0.0,0,0,0,0,0,0,435,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
2,3043,0,18,0,0,0,1939,18,0,0.0,0,0,0,0,0,0,412,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
3,3042,1,18,0,0,0,1939,19,1,0.05555555555555555,0,1,0,1,0,0,425,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
4,3042,1,18,0,0,0,1939,19,0,0.0,0,0,0,0,0,0,406,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
5,3042,1,18,0,0,0,1939,19,0,0.0,0,0,0,0,0,0,401,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
6,3042,1,18,0,0,0,1939,19,0,0.0,0,0,0,0,0,0,442,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
7,3042,1,18,0,0,0,1939,19,0,0.0,0,0,0,0,0,0,409,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
8,3042,1,18,0,0,0,1939,19,0,0.0,0,0,0,0,0,0,419,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
9,3042,1,18,0,0,0,1939,19,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
10,3042,1,18,0,0,0,1939,19,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
11,3042,1,18,0,0,0,1939,19,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
12,3042,1,18,0,0,0,1939,19,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
13,3042,1,18,0,0,0,1939,19,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
14,3042,1,18,0,0,0,1939,19,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
15,3042,1,18,0,0,0,1939,19,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
16,3042,1,18,0,0,0,1939,19,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
17,3042,1,18,0,0,0,1939,19,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
18,3042,1,18,0,0,0,1939,19,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
19,3042,1,18,0,0,0,1939,19,0,0.0,0,0,0,0,0,0,187,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
20,3042,1,18,0,0,0,1939,19,0,0.0,0,0,0,0,0,0,396,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
21,3042,1,18,0,0,0,1939,19,0,0.0,0,0,0,0,0,0,416,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
22,3042,3,18,0,0,0,1937,21,2,0.1111111111111111,0,2,0,2,0,0,417,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
23,3042,3,18,0,0,0,1937,21,0,0.0,0,0,0,0,0,0,415,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
24,3042,3,18,0,0,0,1937,21,0,0.0,0,0,0,0,0,0,421,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
25,3042,4,18,0,0,0,1936,22,1,0.05555555555555555,0,1,0,1,0,0,399,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
26,3042,4,18,0,0,0,1936,22,0,0.0,0,0,0,0,0,0,408,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
27,3041,5,18,0,0,0,1936,23,1,0.05555555555555555,0,1,0,1,0,0,399,0,0,18,0,-1,0,0.5,0.0,0.3,0,0.65,1.0,0,0
