agent_id,state,age_group,x,y,household_id,current_location_type
2738,Recovered,child,45,45,H_912,school
4159,Recovered,child,45,45,H_1386,school
1369,Vaccinated,adult,89,49,H_456,work
761,Vaccinated,adult,83,10,H_253,work
4859,Recovered,child,75,20,H_1619,school
262,Susceptible,adult,63,81,H_87,work
2627,Recovered,adult,3,11,H_875,work
4463,Susceptible,adult,28,61,H_1487,work
4703,Vaccinated,senior,88,15,H_1567,home
3637,Vaccinated,adult,71,36,H_1212,work
1093,Vaccinated,adult,6,59,H_364,work
882,Susceptible,adult,67,54,H_294,work
4302,Susceptible,adult,20,65,H_1434,work
3045,Vaccinated,adult,20,10,H_1015,work
3354,Susceptible,adult,79,84,H_1118,work
78,Susceptible,adult,32,35,H_26,work
918,Vaccinated,adult,5,15,H_306,work
3879,Recovered,child,45,45,H_1293,school
3404,Susceptible,senior,89,10,H_1134,work
696,Vaccinated,adult,83,56,H_232,work
1419,Susceptible,senior,37,2,H_473,home
2461,Recovered,child,75,20,H_820,school
4775,Susceptible,adult,70,45,H_1591,work
3442,Vaccinated,adult,19,27,H_1147,work
2351,Susceptible,adult,26,21,H_783,work
4104,Vaccinated,adult,21,39,H_1368,work
954,Recovered,child,45,45,H_318,school
2743,Susceptible,adult,67,18,H_914,work
991,Recovered,child,75,20,H_330,school
485,Vaccinated,adult,86,34,H_161,work
3828,Recovered,child,75,20,H_1276,school
2148,Susceptible,adult,73,10,H_716,work
2017,Recovered,child,10,10,H_672,school
2449,Vaccinated,senior,44,52,H_816,work
2505,Vaccinated,adult,78,56,H_835,work
481,Vaccinated,adult,17,18,H_160,work
3076,Recovered,child,75,20,H_1025,school
3600,Susceptible,adult,17,65,H_1200,work
3711,Recovered,child,65,65,H_1237,school
2140,Recovered,child,45,45,H_713,school
2208,Recovered,child,75,20,H_736,school
4710,Vaccinated,adult,33,60,H_1570,work
3832,Vaccinated,adult,85,69,H_1277,work
124,Vaccinated,adult,17,9,H_41,work
2984,Susceptible,adult,20,48,H_994,work
1971,Susceptible,adult,76,56,H_657,work
4624,Susceptible,adult,7,3,H_1541,work
1150,Vaccinated,senior,80,12,H_383,work
2466,Susceptible,adult,25,23,H_822,work
1668,Vaccinated,adult,11,69,H_556,work
4408,Vaccinated,adult,61,46,H_1469,work
738,Vaccinated,adult,14,27,H_246,work
4584,Susceptible,senior,62,23,H_1528,work
2175,Vaccinated,adult,22,70,H_725,work
3523,Vaccinated,senior,4,49,H_1174,home
2013,Recovered,child,65,65,H_671,school
2850,Susceptible,adult,7,7,H_950,work
2277,Recovered,child,45,45,H_759,school
2210,Susceptible,adult,27,88,H_736,work
183,Susceptible,adult,60,40,H_61,work
2168,Vaccinated,adult,64,58,H_722,work
4450,Susceptible,adult,25,66,H_1483,work
