agent_id,state,age_group,x,y,household_id
6,Recovered,senior,3,15,H_1
73,Susceptible,adult,12,15,H_18
47,Vaccinated,senior,11,7,H_11
90,Recovered,child,16,2,H_22
13,Recovered,adult,8,19,H_3
86,Recovered,adult,9,14,H_21
26,Recovered,child,9,0,H_6
72,Susceptible,senior,12,15,H_18
42,Recovered,senior,17,1,H_10
30,Vaccinated,adult,18,4,H_7
91,Recovered,senior,16,2,H_22
23,Recovered,adult,8,19,H_5
28,Susceptible,adult,18,4,H_7
44,Vaccinated,child,11,7,H_11
49,Recovered,adult,11,3,H_12
36,Susceptible,adult,15,6,H_9
32,Recovered,adult,1,16,H_8
63,Recovered,adult,0,18,H_15
31,Recovered,adult,18,4,H_7
69,Recovered,child,3,0,H_17
38,Susceptible,adult,15,6,H_9
10,Vaccinated,adult,6,7,H_2
39,Recovered,adult,15,6,H_9
88,Recovered,child,16,2,H_22
78,Recovered,adult,9,12,H_19
58,Recovered,senior,2,15,H_14
89,Recovered,adult,16,2,H_22
54,Recovered,adult,14,19,H_13
50,Recovered,adult,11,3,H_12
25,Recovered,adult,9,0,H_6
60,Recovered,child,0,18,H_15
68,Recovered,child,3,0,H_17
16,Recovered,child,8,15,H_4
18,Recovered,child,8,15,H_4
81,Susceptible,adult,8,3,H_20
95,Recovered,child,4,19,H_23
66,Susceptible,senior,14,9,H_16
82,Recovered,adult,8,3,H_20
12,Recovered,child,8,19,H_3
0,Recovered,adult,10,0,H_0
98,Recovered,senior,7,19,H_24
94,Susceptible,adult,4,19,H_23
7,Recovered,child,3,15,H_1
85,Recovered,adult,9,14,H_21
41,Recovered,adult,17,1,H_10
17,Recovered,adult,8,15,H_4
15,Recovered,child,8,19,H_3
84,Recovered,child,9,14,H_21
22,Recovered,adult,8,19,H_5
74,Susceptible,adult,12,15,H_18
51,Recovered,adult,11,3,H_12
33,Recovered,adult,1,16,H_8
70,Vaccinated,adult,3,0,H_17
99,Recovered,adult,7,19,H_24
97,Recovered,senior,7,19,H_24
77,Recovered,adult,9,12,H_19
64,Asymptomatic,child,14,9,H_16
71,Recovered,child,3,0,H_17
4,Recovered,senior,3,15,H_1
92,Vaccinated,adult,4,19,H_23
40,Recovered,adult,17,1,H_10
61,Recovered,adult,0,18,H_15
65,Susceptible,adult,14,9,H_16
43,Recovered,child,17,1,H_10
34,Recovered,adult,1,16,H_8
37,Susceptible,adult,15,6,H_9
79,Recovered,adult,9,12,H_19
46,Recovered,adult,11,7,H_11
83,Susceptible,adult,8,3,H_20
9,Susceptible,adult,6,7,H_2
29,Vaccinated,adult,18,4,H_7
24,Recovered,adult,9,0,H_6
62,Recovered,adult,0,18,H_15
1,Recovered,adult,10,0,H_0
27,Recovered,child,9,0,H_6
96,Recovered,adult,7,19,H_24
2,Recovered,child,10,0,H_0
5,Recovered,child,3,15,H_1
80,Recovered,child,8,3,H_20
57,Dead,child,2,15,H_14
3,Recovered,adult,10,0,H_0
53,Recovered,adult,14,19,H_13
93,Vaccinated,adult,4,19,H_23
35,Recovered,adult,1,16,H_8
11,Susceptible,adult,6,7,H_2
59,Recovered,child,2,15,H_14
55,Recovered,adult,14,19,H_13
21,Recovered,adult,8,19,H_5
52,Recovered,adult,14,19,H_13
76,Recovered,adult,9,12,H_19
48,Recovered,adult,11,3,H_12
45,Recovered,adult,11,7,H_11
56,Recovered,adult,2,15,H_14
67,Susceptible,adult,14,9,H_16
19,Recovered,senior,8,15,H_4
20,Recovered,child,8,19,H_5
75,Recovered,adult,12,15,H_18
87,Recovered,adult,9,14,H_21
14,Recovered,senior,8,19,H_3
8,Exposed,adult,6,7,H_2
