agent_id,state,age_group,x,y,household_id,current_location_type
12,Recovered,adult,14,7,H_3,work
77,Recovered,adult,2,3,H_19,work
22,Recovered,adult,11,16,H_5,work
60,Recovered,adult,1,10,H_15,work
82,Recovered,adult,10,4,H_20,work
85,Recovered,adult,7,19,H_21,work
90,Recovered,adult,9,3,H_22,work
83,Recovered,adult,13,6,H_20,work
24,Recovered,child,5,5,H_6,school
51,Susceptible,adult,7,14,H_12,work
79,Recovered,adult,10,0,H_19,work
48,Susceptible,adult,11,16,H_12,work
30,Recovered,adult,15,9,H_7,work
76,Recovered,adult,13,3,H_19,work
2,Recovered,child,15,15,H_0,school
61,Vaccinated,adult,13,0,H_15,work
37,Recovered,child,15,15,H_9,school
36,Recovered,child,15,15,H_9,school
70,Vaccinated,adult,2,6,H_17,work
72,Recovered,child,15,15,H_18,school
59,Recovered,adult,8,3,H_14,home
94,Recovered,adult,14,2,H_23,work
29,Recovered,child,5,5,H_7,school
17,Recovered,child,5,5,H_4,school
71,Recovered,adult,16,6,H_17,work
99,Recovered,child,15,15,H_24,school
35,Recovered,senior,0,14,H_8,work
98,Recovered,adult,13,0,H_24,work
18,Recovered,adult,11,7,H_4,work
39,Recovered,adult,14,8,H_9,work
50,Susceptible,senior,9,13,H_12,work
8,Recovered,adult,13,5,H_2,work
81,Recovered,adult,17,10,H_20,work
45,Susceptible,senior,14,17,H_11,work
0,Recovered,child,5,5,H_0,school
23,Recovered,adult,7,10,H_5,work
68,Recovered,adult,4,12,H_17,work
20,Recovered,senior,17,18,H_5,work
42,Recovered,child,5,5,H_10,school
75,Recovered,adult,2,10,H_18,work
40,Recovered,senior,6,12,H_10,work
6,Recovered,adult,3,0,H_1,work
64,Recovered,adult,16,4,H_16,work
10,Recovered,child,15,15,H_2,school
97,Recovered,adult,19,4,H_24,work
15,Recovered,adult,14,11,H_3,work
33,Recovered,adult,19,5,H_8,work
95,Recovered,adult,4,12,H_23,work
31,Recovered,adult,13,15,H_7,work
4,Recovered,adult,10,4,H_1,work
19,Recovered,adult,2,4,H_4,work
88,Recovered,child,5,5,H_22,school
55,Recovered,adult,12,17,H_13,work
92,Recovered,adult,6,15,H_23,work
65,Recovered,adult,2,9,H_16,work
67,Recovered,child,5,5,H_16,school
86,Recovered,adult,4,12,H_21,work
52,Recovered,child,15,15,H_13,school
44,Vaccinated,adult,16,11,H_11,work
73,Recovered,child,15,15,H_18,school
54,Recovered,adult,17,4,H_13,work
13,Recovered,child,5,5,H_3,school
84,Recovered,senior,5,13,H_21,work
16,Vaccinated,adult,13,18,H_4,work
21,Recovered,adult,16,11,H_5,work
14,Recovered,adult,10,15,H_3,work
27,Recovered,child,15,15,H_6,school
87,Recovered,adult,6,3,H_21,work
53,Recovered,senior,15,5,H_13,work
26,Recovered,child,15,15,H_6,school
46,Susceptible,adult,9,9,H_11,work
58,Recovered,adult,8,19,H_14,work
47,Vaccinated,adult,4,8,H_11,work
38,Recovered,child,15,15,H_9,school
66,Recovered,adult,5,0,H_16,work
96,Recovered,adult,19,14,H_24,work
62,Recovered,child,5,5,H_15,school
28,Recovered,adult,4,0,H_7,work
3,Recovered,adult,14,6,H_0,work
63,Recovered,child,5,5,H_15,school
7,Recovered,adult,1,4,H_1,work
43,Recovered,adult,18,19,H_10,work
25,Recovered,adult,8,5,H_6,work
34,Recovered,child,15,15,H_8,school
69,Recovered,adult,15,6,H_17,work
57,Recovered,adult,17,1,H_14,work
49,Vaccinated,adult,18,11,H_12,work
11,Recovered,adult,6,10,H_2,work
41,Recovered,senior,14,16,H_10,work
56,Recovered,child,15,15,H_14,school
89,Recovered,adult,4,14,H_22,work
1,Recovered,adult,3,10,H_0,work
5,Recovered,adult,2,7,H_1,work
32,Recovered,senior,17,12,H_8,work
78,Recovered,adult,13,7,H_19,work
9,Recovered,adult,1,14,H_2,work
74,Recovered,adult,7,10,H_18,work
80,Recovered,adult,8,0,H_20,work
91,Recovered,adult,17,9,H_22,work
93,Recovered,child,5,5,H_23,school
