scenario_name,population_mean,population_std,population_min,population_max,initial_infected_mean,initial_infected_std,initial_infected_min,initial_infected_max,total_infections_mean,total_infections_std,total_infections_min,total_infections_max,peak_active_cases_mean,peak_active_cases_std,peak_active_cases_min,peak_active_cases_max,attack_rate_mean,attack_rate_std,attack_rate_min,attack_rate_max,case_fatality_rate_mean,case_fatality_rate_std,case_fatality_rate_min,case_fatality_rate_max,average_rt_mean,average_rt_std,average_rt_min,average_rt_max,secondary_infections_mean,secondary_infections_std,secondary_infections_min,secondary_infections_max,total_household_infections_mean,total_household_infections_std,total_household_infections_min,total_household_infections_max,total_community_infections_mean,total_community_infections_std,total_community_infections_min,total_community_infections_max,total_home_infections_mean,total_home_infections_std,total_home_infections_min,total_home_infections_max,total_school_infections_mean,total_school_infections_std,total_school_infections_min,total_school_infections_max,total_work_infections_mean,total_work_infections_std,total_work_infections_min,total_work_infections_max,total_other_infections_mean,total_other_infections_std,total_other_infections_min,total_other_infections_max,total_quarantined_agents_mean,total_quarantined_agents_std,total_quarantined_agents_min,total_quarantined_agents_max,total_mask_protected_contacts_mean,total_mask_protected_contacts_std,total_mask_protected_contacts_min,total_mask_protected_contacts_max,household_infection_share_mean,household_infection_share_std,household_infection_share_min,household_infection_share_max,community_infection_share_mean,community_infection_share_std,community_infection_share_min,community_infection_share_max,home_infection_share_mean,home_infection_share_std,home_infection_share_min,home_infection_share_max,school_infection_share_mean,school_infection_share_std,school_infection_share_min,school_infection_share_max,work_infection_share_mean,work_infection_share_std,work_infection_share_min,work_infection_share_max,other_infection_share_mean,other_infection_share_std,other_infection_share_min,other_infection_share_max,household_share_sum_mean,household_share_sum_std,household_share_sum_min,household_share_sum_max,location_share_sum_mean,location_share_sum_std,location_share_sum_min,location_share_sum_max,detection_rate_mean,detection_rate_std,detection_rate_min,detection_rate_max,quarantine_rate_mean,quarantine_rate_std,quarantine_rate_min,quarantine_rate_max,undetected_infections_mean,undetected_infections_std,undetected_infections_min,undetected_infections_max,undetected_rate_mean,undetected_rate_std,undetected_rate_min,undetected_rate_max,asymptomatic_rate_observed_mean,asymptomatic_rate_observed_std,asymptomatic_rate_observed_min,asymptomatic_rate_observed_max,child_vaccination_coverage_mean,child_vaccination_coverage_std,child_vaccination_coverage_min,child_vaccination_coverage_max,adult_vaccination_coverage_mean,adult_vaccination_coverage_std,adult_vaccination_coverage_min,adult_vaccination_coverage_max,senior_vaccination_coverage_mean,senior_vaccination_coverage_std,senior_vaccination_coverage_min,senior_vaccination_coverage_max,child_attack_rate_mean,child_attack_rate_std,child_attack_rate_min,child_attack_rate_max,adult_attack_rate_mean,adult_attack_rate_std,adult_attack_rate_min,adult_attack_rate_max,senior_attack_rate_mean,senior_attack_rate_std,senior_attack_rate_min,senior_attack_rate_max,child_death_rate_mean,child_death_rate_std,child_death_rate_min,child_death_rate_max,adult_death_rate_mean,adult_death_rate_std,adult_death_rate_min,adult_death_rate_max,senior_death_rate_mean,senior_death_rate_std,senior_death_rate_min,senior_death_rate_max,total_vaccinations_mean,total_vaccinations_std,total_vaccinations_min,total_vaccinations_max,vaccination_coverage_mean,vaccination_coverage_std,vaccination_coverage_min,vaccination_coverage_max,breakthrough_infection_rate_mean,breakthrough_infection_rate_std,breakthrough_infection_rate_min,breakthrough_infection_rate_max,vaccinated_infection_rate_mean,vaccinated_infection_rate_std,vaccinated_infection_rate_min,vaccinated_infection_rate_max,unvaccinated_infection_rate_mean,unvaccinated_infection_rate_std,unvaccinated_infection_rate_min,unvaccinated_infection_rate_max,observed_vaccine_effectiveness_mean,observed_vaccine_effectiveness_std,observed_vaccine_effectiveness_min,observed_vaccine_effectiveness_max,lockdown_duration_mean,lockdown_duration_std,lockdown_duration_min,lockdown_duration_max,school_closure_duration_mean,school_closure_duration_std,school_closure_duration_min,school_closure_duration_max,mask_compliance_duration_mean,mask_compliance_duration_std,mask_compliance_duration_min,mask_compliance_duration_max,testing_rate_duration_mean,testing_rate_duration_std,testing_rate_duration_min,testing_rate_duration_max,quarantine_compliance_duration_mean,quarantine_compliance_duration_std,quarantine_compliance_duration_min,quarantine_compliance_duration_max,work_closure_duration_mean,work_closure_duration_std,work_closure_duration_min,work_closure_duration_max,senior_mobility_reduction_duration_mean,senior_mobility_reduction_duration_std,senior_mobility_reduction_duration_min,senior_mobility_reduction_duration_max,child_mobility_reduction_duration_mean,child_mobility_reduction_duration_std,child_mobility_reduction_duration_min,child_mobility_reduction_duration_max,vaccination_campaign_duration_mean,vaccination_campaign_duration_std,vaccination_campaign_duration_min,vaccination_campaign_duration_max
High vaccination coverage,5000.0,0.0,5000,5000,18.0,0.0,18,18,524.6,245.3992665025713,173,736,113.2,1.4832396974191333,111,115,0.10491999999999999,0.04907985330051425,0.0346,0.1472,0.0031930088308252677,0.002605591379896546,0.0,0.005813953488372093,0.012105512788676723,0.0016090922797314818,0.009738138507234775,0.01383245132352849,506.6,245.3992665025713,155,718,25.6,12.739701723352868,4,34,481.0,233.33988086051642,151,684,101.4,40.16590594023743,47,148,396.6,201.12757145652608,107,552,8.6,6.2289646009589745,1,18,0.0,0.0,0,0,984.4,690.6502732932204,183,1915,163693.2,88741.22380382186,37414,230301,0.04865299531872075,0.01561842745020089,0.025806451612903226,0.06976744186046512,0.9513470046812792,0.01561842745020089,0.9302325581395349,0.9741935483870968,0.21748597475156695,0.050774854324817556,0.17647058823529413,0.3032258064516129,0.7672595481855388,0.04750519944020944,0.6903225806451613,0.8111455108359134,0.015254477062894272,0.0068366834471121,0.0064516129032258064,0.025069637883008356,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.09568824134509404,0.014913691497042107,0.08092485549132948,0.11956521739130435,0.07719866847233595,0.020734145987935812,0.055248618784530384,0.10869565217391304,472.0,216.62756057344134,159,648,0.9043117586549061,0.014913691497042126,0.8804347826086957,0.9190751445086706,0.30387234613200254,0.018533600398522893,0.287292817679558,0.3352601156069364,0.46757453970987156,0.12369182895958972,0.35822401614530774,0.6461693548387096,0.685400032390073,0.008061680757371504,0.6752645502645502,0.6946107784431138,0.6871644889326234,0.020341912622215335,0.6609137055837564,0.7171514543630892,0.40820019293017146,0.20273822773680353,0.11995967741935484,0.5782038345105953,0.020841986107237392,0.009607711495589947,0.008967120557954168,0.031084656084656083,0.033110543567413546,0.015876418273553256,0.009027081243731194,0.05177664974619289,0.0,0.0,0.0,0.0,6.655574043261232e-05,0.00014882315990015239,0.0,0.00033277870216306157,0.001426553988708439,0.0011612492925339314,0.0,0.003033367037411527,3494.0,17.10263137648707,3467,3509,0.6988,0.0034205262752973835,0.6934,0.7018,0.08158380943110041,0.04310788963184651,0.023083499572527786,0.12085376406114796,0.08158380943110041,0.04310788963184651,0.023083499572527786,0.12085376406114796,0.1589803095528788,0.06344457383921721,0.06170355466130114,0.20678408349641225,0.5159070943859863,0.10037043640759147,0.4155557719061834,0.6258967623626204,0.0,0.0,0,0,186.6,30.69690538148756,135,209,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,186.6,30.69690538148756,135,209,0.0,0.0,0,0
Strong school control,5000.0,0.0,5000,5000,18.0,0.0,18,18,220.25,158.04087024142416,75,439,53.25,3.2015621187164243,50,56,0.044050000000000006,0.03160817404828483,0.015,0.0878,0.004510047185161081,0.0052082900375987435,0.0,0.009111617312072893,0.012198119443624107,0.00400013978162187,0.006494357291524309,0.015071912172751733,202.25,158.04087024142416,57,421,15.75,11.615363389350618,6,32,186.5,146.45704717311034,51,389,76.5,61.39761124560683,27,164,115.75,89.1866021328316,27,235,10.0,8.286535263104035,3,22,0.0,0.0,0,0,272.5,255.56538628434538,95,646,27246.5,23055.144581343808,6355,59843,0.08273564049875166,0.015205762770177548,0.072,0.10526315789473684,0.9172643595012484,0.015205762770177555,0.8947368421052632,0.928,0.3884004590379623,0.061042579805104455,0.336,0.47368421052631576,0.5608823675775005,0.06249888721095706,0.47368421052631576,0.6116504854368932,0.05071717338453714,0.012417481364741726,0.03398058252427184,0.064,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.09418650943779075,0.0183787896238206,0.06666666666666667,0.1048951048951049,0.06504751062339331,0.006328925621470673,0.055944055944055944,0.07061503416856492,198.25,141.07769726879818,70,394,0.9058134905622093,0.01837878962382061,0.8951048951048951,0.9333333333333333,0.24632911839489288,0.016961159514901316,0.22666666666666666,0.2619589977220957,0.34530591206994316,0.032615099264624865,0.3052415210688592,0.38414634146341464,0.3766039407257278,0.00329460246879551,0.37479488021004265,0.38154046148846277,0.3574358323599805,0.024906658351097205,0.33014354066985646,0.3786008230452675,0.13535829230288096,0.105158093479357,0.03353658536585366,0.2795477903391572,0.015248282424005076,0.011875344373978698,0.005584756898817346,0.03219315895372234,0.024299888310724514,0.019290195552907025,0.00720164609053498,0.05071770334928229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001478314232828255,0.0018492666570988586,0.0,0.003827751196172249,1876.5,28.94247167514666,1849,1902,0.3753,0.005788494335029312,0.3698,0.3804,0.023133868751496194,0.019792354958743808,0.007360672975814932,0.05070118662351672,0.023133868751496194,0.019792354958743808,0.007360672975814932,0.05070118662351672,0.056535914134226706,0.03862722149738811,0.019690122659780502,0.10966306420851875,0.6203575219625203,0.08689721134062832,0.5376639619780186,0.7388780334618539,0.0,0.0,0,0,240.25,26.297972038416443,209,273,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,240.25,26.297972038416443,209,273,0.0,0.0,0,0
