experiment_id,timestamp,scenario_name,output_dir,log_file,population,initial_infected,total_infections,peak_active_cases,attack_rate,case_fatality_rate,average_rt,secondary_infections,total_household_infections,total_community_infections,total_home_infections,total_school_infections,total_work_infections,total_other_infections,total_quarantined_agents,total_mask_protected_contacts,household_infection_share,community_infection_share,home_infection_share,school_infection_share,work_infection_share,other_infection_share,household_share_sum,location_share_sum,detection_rate,quarantine_rate,undetected_infections,undetected_rate,asymptomatic_rate_observed,child_vaccination_coverage,adult_vaccination_coverage,senior_vaccination_coverage,child_attack_rate,adult_attack_rate,senior_attack_rate,child_death_rate,adult_death_rate,senior_death_rate,total_vaccinations,vaccination_coverage,breakthrough_infection_rate,vaccinated_infection_rate,unvaccinated_infection_rate,observed_vaccine_effectiveness,lockdown_duration,school_closure_duration,mask_compliance_duration,testing_rate_duration,quarantine_compliance_duration,work_closure_duration,senior_mobility_reduction_duration,child_mobility_reduction_duration,vaccination_campaign_duration,batch_id,scenario_index,scenario_run,random_seed,scenario_description
67,2026-06-21_21-35-20,Strong testing and quarantine,outputs/experiment_067_2026-06-21_21-35-20,outputs/experiment_067_2026-06-21_21-35-20/logs/simulation.log,5000,18,160,113,0.032,0.00625,0.010086013460867507,142,6,136,29,109,4,0,2198,24725,0.04225352112676056,0.9577464788732394,0.20422535211267606,0.7676056338028169,0.028169014084507043,0.0,1.0,1.0,0.45,0.31875,88,0.55,0.21875,0.3388259526261586,0.3894214876033058,0.39641434262948205,0.11431513903192585,0.00628099173553719,0.01195219123505976,0.0,0.0,0.00099601593625498,1939,0.3878,0.017534811758638472,0.017534811758638472,0.041163018621365566,0.5740154064032352,0,159,0,273,273,0,0,159,0,batch_2026-06-21_21-19-25,2,5,51,Higher testing rate and stronger quarantine compliance.
68,2026-06-21_21-43-13,Weak testing and quarantine,outputs/experiment_068_2026-06-21_21-43-13,outputs/experiment_068_2026-06-21_21-43-13/logs/simulation.log,5000,18,700,125,0.14,0.005714285714285714,0.01448330693506471,682,58,624,226,447,9,0,72,96425,0.08504398826979472,0.9149560117302052,0.3313782991202346,0.655425219941349,0.013196480938416423,0.0,1.0,1.0,0.03142857142857143,0.02,678,0.9685714285714285,0.27,0.24585365853658536,0.3729263437292634,0.3839750260145682,0.48390243902439023,0.04445919044459191,0.054110301768990635,0.0,0.0,0.004162330905306972,1921,0.3842,0.09161894846434149,0.09161894846434149,0.1701851250405976,0.4616512551112454,0,214,0,0,0,0,0,214,0,batch_2026-06-21_21-43-13,1,1,42,Lower testing rate and weaker quarantine compliance.
69,2026-06-21_21-45-36,Weak testing and quarantine,outputs/experiment_069_2026-06-21_21-45-36,outputs/experiment_069_2026-06-21_21-45-36/logs/simulation.log,5000,18,718,121,0.1436,0.004178272980501393,0.016055294952299782,700,47,653,240,445,15,0,102,97198,0.06714285714285714,0.9328571428571428,0.34285714285714286,0.6357142857142857,0.02142857142857143,0.0,1.0,1.0,0.037604456824512536,0.020891364902506964,691,0.9623955431754875,0.2827298050139276,0.23310479921645447,0.3586161011310712,0.34121274409044194,0.4740450538687561,0.04790419161676647,0.07399794450154162,0.0,0.0,0.003083247687564234,1831,0.3662,0.09994538503549973,0.09994538503549973,0.16882297254654466,0.4079870557429932,0,232,0,0,0,0,0,232,0,batch_2026-06-21_21-43-13,1,2,43,Lower testing rate and weaker quarantine compliance.
70,2026-06-21_21-47-56,Weak testing and quarantine,outputs/experiment_070_2026-06-21_21-47-56,outputs/experiment_070_2026-06-21_21-47-56/logs/simulation.log,5000,18,197,125,0.0394,0.005076142131979695,0.008924583312610833,179,14,165,80,92,7,0,22,22403,0.0782122905027933,0.9217877094972067,0.44692737430167595,0.5139664804469274,0.03910614525139665,0.0,1.0,1.0,0.030456852791878174,0.015228426395939087,191,0.9695431472081218,0.26903553299492383,0.35721493440968716,0.36177248677248675,0.38578680203045684,0.11402623612512613,0.015873015873015872,0.018274111675126905,0.0,0.0,0.0010152284263959391,1869,0.3738,0.021936864633493848,0.021936864633493848,0.049824337272436924,0.5597158771316075,0,242,0,0,0,0,0,242,0,batch_2026-06-21_21-43-13,1,3,44,Lower testing rate and weaker quarantine compliance.
71,2026-06-21_21-48-44,Weak testing and quarantine,outputs/experiment_071_2026-06-21_21-48-44,outputs/experiment_071_2026-06-21_21-48-44/logs/simulation.log,5000,18,950,122,0.19,0.002105263157894737,0.016275903816621886,932,83,849,332,573,27,0,138,129077,0.0890557939914163,0.9109442060085837,0.3562231759656652,0.6148068669527897,0.028969957081545063,0.0,1.0,1.0,0.030526315789473683,0.022105263157894735,921,0.9694736842105263,0.3,0.20377733598409542,0.3544093178036606,0.34782608695652173,0.6282306163021869,0.06655574043261231,0.10111223458038422,0.0,0.0,0.0020222446916076846,1858,0.3716,0.13132400430570507,0.13132400430570507,0.22469764481222151,0.4155523774383494,0,244,0,0,0,0,0,244,0,batch_2026-06-21_21-43-13,1,4,45,Lower testing rate and weaker quarantine compliance.
72,2026-06-21_21-51-52,Weak testing and quarantine,outputs/experiment_072_2026-06-21_21-51-52,outputs/experiment_072_2026-06-21_21-51-52/logs/simulation.log,5000,18,360,112,0.072,0.002777777777777778,0.01278574843826835,342,30,312,113,218,11,0,41,54252,0.08771929824561403,0.9122807017543859,0.3304093567251462,0.6374269005847953,0.03216374269005848,0.0,1.0,1.0,0.03333333333333333,0.016666666666666666,348,0.9666666666666667,0.2638888888888889,0.3286290322580645,0.37064098306210563,0.36810431293881646,0.23387096774193547,0.02524078379275988,0.034102306920762285,0.0,0.0,0.0010030090270812437,1905,0.381,0.050393700787401574,0.050393700787401574,0.08529886914378029,0.4092102123598187,0,243,0,0,0,0,0,243,0,batch_2026-06-21_21-43-13,1,5,46,Lower testing rate and weaker quarantine compliance.
73,2026-06-21_21-52-46,More transmissible strain,outputs/experiment_073_2026-06-21_21-52-46,outputs/experiment_073_2026-06-21_21-52-46/logs/simulation.log,5000,18,186,111,0.0372,0.010752688172043012,0.009040769186389559,168,12,156,73,85,10,0,166,14891,0.07142857142857142,0.9285714285714286,0.43452380952380953,0.5059523809523809,0.05952380952380952,0.0,1.0,1.0,0.08064516129032258,0.04838709677419355,171,0.9193548387096774,0.24731182795698925,0.35714285714285715,0.37545126353790614,0.37851929092805003,0.09758551307847083,0.015753199868723335,0.023983315954118872,0.0,0.0,0.0020855057351407717,1901,0.3802,0.020515518148342977,0.020515518148342977,0.04743465634075508,0.5674993827094226,0,332,0,0,0,0,0,332,0,batch_2026-06-21_21-43-13,2,1,47,A more transmissible influenza strain with higher infection probability.
74,2026-06-21_21-53-16,More transmissible strain,outputs/experiment_074_2026-06-21_21-53-16,outputs/experiment_074_2026-06-21_21-53-16/logs/simulation.log,5000,18,560,128,0.112,0.005357142857142857,0.013896523114379248,542,52,490,216,302,24,0,504,57640,0.0959409594095941,0.9040590405904059,0.3985239852398524,0.5571955719557196,0.04428044280442804,0.0,1.0,0.9999999999999999,0.08392857142857142,0.04642857142857143,513,0.9160714285714285,0.30178571428571427,0.27543679342240496,0.3705566733735748,0.3291866028708134,0.35765673175745116,0.04460093896713615,0.05837320574162679,0.0,0.0,0.0028708133971291866,1854,0.3708,0.07389428263214672,0.07389428263214672,0.13445645263827083,0.450422191109377,0,291,0,0,0,0,0,291,0,batch_2026-06-21_21-43-13,2,2,48,A more transmissible influenza strain with higher infection probability.
75,2026-06-21_21-54-35,More transmissible strain,outputs/experiment_075_2026-06-21_21-54-35,outputs/experiment_075_2026-06-21_21-54-35/logs/simulation.log,5000,18,880,124,0.176,0.004545454545454545,0.01603364169143443,862,80,782,350,477,35,0,1404,92492,0.09280742459396751,0.9071925754060325,0.4060324825986079,0.5533642691415314,0.04060324825986079,0.0,1.0,1.0,0.11022727272727273,0.07840909090909091,783,0.8897727272727273,0.29204545454545455,0.22764227642276422,0.36366622864651776,0.3611111111111111,0.5426829268292683,0.07490144546649145,0.102880658436214,0.0,0.0,0.00411522633744856,1902,0.3804,0.1156677181913775,0.1156677181913775,0.2130406714009038,0.4570627409744129,0,243,0,0,0,0,0,243,0,batch_2026-06-21_21-43-13,2,3,49,A more transmissible influenza strain with higher infection probability.
76,2026-06-21_21-56-51,More transmissible strain,outputs/experiment_076_2026-06-21_21-56-51,outputs/experiment_076_2026-06-21_21-56-51/logs/simulation.log,5000,18,570,120,0.114,0.007017543859649123,0.015586685911376899,552,55,497,233,298,21,0,752,55613,0.09963768115942029,0.9003623188405797,0.4221014492753623,0.5398550724637681,0.03804347826086957,0.0,1.0,1.0,0.11578947368421053,0.07368421052631578,504,0.8842105263157894,0.2719298245614035,0.26624068157614483,0.37146571335716605,0.3363821138211382,0.35782747603833864,0.05037374065648359,0.061991869918699184,0.0010649627263045794,0.0,0.003048780487804878,1849,0.3698,0.06760411032990805,0.06760411032990805,0.1412250079339892,0.5213021311246286,0,308,0,0,0,0,0,308,0,batch_2026-06-21_21-43-13,2,4,50,A more transmissible influenza strain with higher infection probability.
77,2026-06-21_21-58-12,More transmissible strain,outputs/experiment_077_2026-06-21_21-58-12,outputs/experiment_077_2026-06-21_21-58-12/logs/simulation.log,5000,18,983,125,0.1966,0.00508646998982706,0.01641243510887206,965,96,869,378,538,49,0,1646,102450,0.09948186528497409,0.900518134715026,0.3917098445595855,0.5575129533678757,0.05077720207253886,0.0,1.0,1.0,0.11495422177009156,0.07833163784333673,870,0.8850457782299085,0.28789420142421157,0.19773429454170957,0.3725619834710744,0.3834661354581673,0.611740473738414,0.08991735537190082,0.09860557768924302,0.0,0.0,0.0049800796812749,1939,0.3878,0.12119649303764828,0.12119649303764828,0.24436458673636066,0.5040341374488752,0,297,0,0,0,0,0,297,0,batch_2026-06-21_21-43-13,2,5,51,A more transmissible influenza strain with higher infection probability.
78,2026-06-21_22-03-59,Mild flu strain,outputs/experiment_078_2026-06-21_22-03-59,outputs/experiment_078_2026-06-21_22-03-59/logs/simulation.log,5000,18,900,113,0.18,0.006666666666666667,0.013763852936971065,882,42,840,177,693,12,0,1961,227132,0.047619047619047616,0.9523809523809523,0.20068027210884354,0.7857142857142857,0.013605442176870748,0.0,1.0,1.0,0.11666666666666667,0.09333333333333334,795,0.8833333333333333,0.2833333333333333,0.16,0.37060384870603846,0.3881373569198751,0.697560975609756,0.03483742534837425,0.06451612903225806,0.0,0.0,0.006243496357960458,1921,0.3842,0.13899010931806352,0.13899010931806352,0.20558622929522571,0.32393278579728657,0,231,0,0,0,0,0,231,0,batch_2026-06-21_22-03-59,1,1,42,A milder influenza strain with lower infection probability.
79,2026-06-21_22-05-50,Mild flu strain,outputs/experiment_079_2026-06-21_22-05-50,outputs/experiment_079_2026-06-21_22-05-50/logs/simulation.log,5000,18,514,111,0.1028,0.0038910505836575876,0.01546698849505182,496,31,465,124,359,13,0,652,111239,0.0625,0.9375,0.25,0.7237903225806451,0.02620967741935484,0.0,1.0,1.0,0.09922178988326848,0.06809338521400778,463,0.9007782101167315,0.27626459143968873,0.2742409402546523,0.36327345309381237,0.35354573484069884,0.3702252693437806,0.02694610778443114,0.03802672147995889,0.0,0.0,0.0020554984583761563,1831,0.3662,0.06280720917531403,0.06280720917531403,0.12590722625433892,0.5011627922892978,0,204,0,0,0,0,0,204,0,batch_2026-06-21_22-03-59,1,2,43,A milder influenza strain with lower infection probability.
80,2026-06-21_22-06-51,Mild flu strain,outputs/experiment_080_2026-06-21_22-06-51,outputs/experiment_080_2026-06-21_22-06-51/logs/simulation.log,5000,18,655,112,0.131,0.0015267175572519084,0.012742802134302896,637,35,602,155,470,12,0,1453,139783,0.054945054945054944,0.945054945054945,0.24332810047095763,0.7378335949764521,0.018838304552590265,0.0,1.0,1.0,0.12061068702290076,0.09465648854961832,576,0.8793893129770992,0.29770992366412213,0.23612512613521694,0.36078042328042326,0.37969543147208124,0.508577194752775,0.028108465608465607,0.048730964467005075,0.0,0.0,0.0010152284263959391,1869,0.3738,0.0909577314071696,0.0909577314071696,0.15490258703289683,0.4128068927095917,0,197,0,0,0,0,0,197,0,batch_2026-06-21_22-03-59,1,3,44,A milder influenza strain with lower infection probability.
81,2026-06-21_22-08-09,Mild flu strain,outputs/experiment_081_2026-06-21_22-08-09,outputs/experiment_081_2026-06-21_22-08-09/logs/simulation.log,5000,18,504,112,0.1008,0.005952380952380952,0.014673887007899254,486,29,457,129,349,8,0,597,94270,0.059670781893004114,0.9403292181069959,0.2654320987654321,0.7181069958847737,0.01646090534979424,0.0,1.0,1.0,0.07936507936507936,0.05357142857142857,464,0.9206349206349206,0.31746031746031744,0.2932405566600398,0.36405990016638934,0.35490394337714865,0.36381709741550694,0.027953410981697173,0.03640040444893832,0.0,0.0,0.003033367037411527,1858,0.3716,0.06350914962325081,0.06350914962325081,0.12285168682367918,0.4830421033257667,0,186,0,0,0,0,0,186,0,batch_2026-06-21_22-03-59,1,4,45,A milder influenza strain with lower infection probability.
82,2026-06-21_22-09-17,Mild flu strain,outputs/experiment_082_2026-06-21_22-09-17,outputs/experiment_082_2026-06-21_22-09-17/logs/simulation.log,5000,18,163,112,0.0326,0.006134969325153374,0.00911453006849096,145,7,138,38,104,3,0,136,33477,0.04827586206896552,0.9517241379310345,0.2620689655172414,0.7172413793103448,0.020689655172413793,0.0,1.0,1.0,0.0736196319018405,0.049079754601226995,151,0.9263803680981595,0.294478527607362,0.36794354838709675,0.3719694453669877,0.3741223671013039,0.11391129032258064,0.00631019594818997,0.013039117352056168,0.0,0.0,0.0010030090270812437,1905,0.381,0.024671916010498687,0.024671916010498687,0.037479806138933765,0.34172775816816003,0,195,0,0,0,0,0,195,0,batch_2026-06-21_22-03-59,1,5,46,A milder influenza strain with lower infection probability.
