agent_id,state,age_group,x,y,household_id,current_location_type
3760,Recovered,child,30,52,H_1253,home
3698,Susceptible,senior,71,3,H_1232,home
2844,Susceptible,adult,52,26,H_948,home
3353,Susceptible,adult,82,22,H_1117,home
1549,Recovered,adult,24,68,H_516,home
4455,Vaccinated,adult,61,12,H_1485,home
546,Recovered,adult,18,63,H_182,home
2446,Vaccinated,senior,45,10,H_815,home
3764,Susceptible,senior,23,5,H_1254,home
779,Recovered,child,62,31,H_259,home
3242,Recovered,child,69,81,H_1080,home
3893,Vaccinated,senior,89,20,H_1297,home
432,Recovered,child,53,44,H_144,home
2104,Vaccinated,adult,67,64,H_701,home
3956,Susceptible,senior,3,18,H_1318,home
2850,Susceptible,adult,40,27,H_950,home
2258,Vaccinated,adult,18,76,H_752,home
409,Recovered,child,16,61,H_136,home
4035,Susceptible,adult,5,20,H_1345,home
2491,Vaccinated,senior,47,83,H_830,home
3093,Susceptible,adult,80,73,H_1031,home
3987,Recovered,child,87,51,H_1329,home
159,Susceptible,adult,25,42,H_53,home
4666,Susceptible,adult,30,80,H_1555,home
3123,Vaccinated,child,83,81,H_1041,home
140,Vaccinated,adult,1,79,H_46,home
819,Vaccinated,adult,48,45,H_273,home
87,Recovered,child,44,19,H_29,home
2289,Susceptible,adult,46,67,H_763,home
2010,Vaccinated,adult,15,65,H_670,home
2743,Susceptible,adult,47,75,H_914,home
2974,Recovered,child,12,19,H_991,home
3604,Susceptible,child,30,17,H_1201,home
3753,Susceptible,adult,85,3,H_1251,home
729,Vaccinated,adult,22,28,H_243,home
3254,Susceptible,senior,69,26,H_1084,home
4887,Vaccinated,adult,14,9,H_1629,home
1286,Vaccinated,adult,34,5,H_428,home
870,Recovered,child,84,30,H_290,home
2567,Vaccinated,senior,21,1,H_855,home
3933,Susceptible,adult,64,63,H_1311,home
405,Susceptible,adult,53,46,H_135,home
1332,Recovered,child,31,53,H_444,home
882,Recovered,adult,5,49,H_294,home
4471,Susceptible,senior,65,24,H_1490,home
4909,Vaccinated,senior,69,8,H_1636,home
4225,Susceptible,adult,74,83,H_1408,home
852,Vaccinated,senior,16,58,H_284,home
1460,Susceptible,senior,41,34,H_486,home
4290,Recovered,adult,20,58,H_1430,home
3533,Susceptible,adult,18,52,H_1177,home
3485,Susceptible,adult,65,3,H_1161,home
435,Susceptible,adult,24,66,H_145,home
3747,Vaccinated,senior,13,56,H_1249,home
2789,Susceptible,adult,68,48,H_929,home
3316,Recovered,child,42,21,H_1105,home
4392,Susceptible,adult,66,86,H_1464,home
1881,Vaccinated,senior,62,34,H_627,home
1592,Recovered,child,67,52,H_530,home
1178,Susceptible,adult,49,53,H_392,home
3016,Recovered,child,6,70,H_1005,home
3612,Vaccinated,adult,41,28,H_1204,home
265,Susceptible,adult,29,28,H_88,home
749,Recovered,child,77,60,H_249,home
2818,Susceptible,adult,19,76,H_939,home
4609,Recovered,child,16,22,H_1536,home
2206,Vaccinated,adult,64,74,H_735,home
3769,Vaccinated,adult,13,35,H_1256,home
4226,Recovered,child,74,83,H_1408,home
1463,Susceptible,adult,77,78,H_487,home
3160,Recovered,adult,15,1,H_1053,home
1213,Susceptible,adult,20,71,H_404,home
3387,Susceptible,adult,62,17,H_1129,home
4952,Vaccinated,adult,69,25,H_1650,home
2404,Vaccinated,adult,59,37,H_801,home
204,Susceptible,senior,89,84,H_68,home
4478,Recovered,senior,31,17,H_1492,home
789,Vaccinated,adult,53,87,H_263,home
2040,Susceptible,adult,32,77,H_680,home
2573,Susceptible,senior,26,85,H_857,home
