Step,Susceptible,Exposed,Infected,Recovered,Dead,Asymptomatic,Vaccinated,ActiveCases,NewInfections,Rt,HouseholdInfections,CommunityInfections,HomeInfections,SchoolInfections,WorkInfections,OtherInfections,MaskProtectedContacts,QuarantinedAgents,DetectedInfected,UndetectedInfected,LockdownActive,LockdownStartStep,SchoolClosedActive,MaskComplianceActive,TestingRateActive,QuarantineComplianceActive,WorkClosedActive,SeniorMobilityActive,ChildMobilityActive,VaccinationCampaignActive,NewVaccinations
0,3077,0,18,0,0,0,1905,18,0,0.0,0,0,0,0,0,0,58,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
1,3076,1,18,0,0,0,1905,19,1,0.05555555555555555,0,1,0,1,0,0,135,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
2,3076,1,18,0,0,0,1905,19,0,0.0,0,0,0,0,0,0,153,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
3,3076,2,18,0,0,0,1904,20,1,0.05555555555555555,0,1,0,1,0,0,77,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
4,3076,2,18,0,0,0,1904,20,0,0.0,0,0,0,0,0,0,152,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
5,3075,3,18,0,0,0,1904,21,1,0.05555555555555555,0,1,0,1,0,0,140,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
6,3073,5,18,0,0,0,1904,23,2,0.1111111111111111,0,2,0,2,0,0,94,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
7,3073,5,18,0,0,0,1904,23,0,0.0,0,0,0,0,0,0,92,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
8,3073,5,18,0,0,0,1904,23,0,0.0,0,0,0,0,0,0,71,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
9,3073,5,18,0,0,0,1904,23,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
10,3073,5,18,0,0,0,1904,23,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
11,3073,5,18,0,0,0,1904,23,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
12,3073,5,18,0,0,0,1904,23,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
13,3073,5,18,0,0,0,1904,23,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
14,3073,5,18,0,0,0,1904,23,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
15,3073,5,18,0,0,0,1904,23,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
16,3073,5,18,0,0,0,1904,23,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
17,3073,5,18,0,0,0,1904,23,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
18,3073,5,18,0,0,0,1904,23,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
19,3073,5,18,0,0,0,1904,23,0,0.0,0,0,0,0,0,0,51,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
20,3072,6,18,0,0,0,1904,24,1,0.05555555555555555,0,1,0,1,0,0,169,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
21,3071,7,18,0,0,0,1904,25,1,0.05555555555555555,0,1,0,1,0,0,83,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
22,3071,7,18,0,0,0,1904,25,0,0.0,0,0,0,0,0,0,130,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
23,3071,7,18,0,0,0,1904,25,0,0.0,0,0,0,0,0,0,146,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
24,3071,7,18,0,0,0,1904,25,0,0.0,0,0,0,0,0,0,60,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
25,3071,7,18,0,0,0,1904,25,0,0.0,0,0,0,0,0,0,170,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
26,3071,7,18,0,0,0,1904,25,0,0.0,0,0,0,0,0,0,99,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
27,3071,7,18,0,0,0,1904,25,0,0.0,0,0,0,0,0,0,170,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
28,3069,9,18,0,0,0,1904,27,2,0.1111111111111111,0,2,0,2,0,0,133,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
29,3069,9,18,0,0,0,1904,27,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
30,3069,9,18,0,0,0,1904,27,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
31,3069,9,18,0,0,0,1904,27,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
32,3069,9,18,0,0,0,1904,27,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
33,3069,9,18,0,0,0,1904,27,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
34,3069,9,18,0,0,0,1904,27,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
35,3069,9,18,0,0,0,1904,27,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
36,3069,9,18,0,0,0,1904,27,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
37,3069,9,18,0,0,0,1904,27,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
38,3069,9,18,0,0,0,1904,27,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
39,3068,10,18,0,0,0,1904,28,1,0.05555555555555555,0,1,0,1,0,0,111,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
40,3068,9,19,0,0,0,1904,28,0,0.0,0,0,0,0,0,0,128,0,0,19,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
41,3068,10,19,0,0,0,1903,29,1,0.05263157894736842,0,1,0,1,0,0,144,0,0,19,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
42,3067,11,20,0,0,0,1902,31,2,0.1,0,2,0,2,0,0,138,0,1,19,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
43,3067,11,20,0,0,0,1902,31,0,0.0,0,0,0,0,0,0,191,0,1,19,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
44,3067,10,21,0,0,0,1902,31,0,0.0,0,0,0,0,0,0,158,0,1,20,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
45,3067,9,22,0,0,1,1901,32,1,0.043478260869565216,0,1,0,1,0,0,150,0,1,21,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
46,3065,11,22,0,0,1,1901,34,2,0.08695652173913043,0,2,0,2,0,0,269,0,1,21,0,-1,0,0.15,0.15,0.3,0,0.85,1.0,0,0
