Step,Susceptible,Exposed,Infected,Recovered,Dead,Asymptomatic,Vaccinated,ActiveCases,NewInfections,Rt,HouseholdInfections,CommunityInfections,HomeInfections,SchoolInfections,WorkInfections,OtherInfections,MaskProtectedContacts,QuarantinedAgents,DetectedInfected,UndetectedInfected,LockdownActive,LockdownStartStep,SchoolClosedActive,MaskComplianceActive,TestingRateActive,QuarantineComplianceActive,WorkClosedActive,SeniorMobilityActive,ChildMobilityActive,VaccinationCampaignActive,NewVaccinations
0,4982,0,18,0,0,0,0,18,0,0.0,0,0,0,0,0,0,19,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
1,4981,1,18,0,0,0,0,19,1,0.05555555555555555,0,1,0,1,0,0,87,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
2,4981,1,18,0,0,0,0,19,0,0.0,0,0,0,0,0,0,76,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
3,4981,1,18,0,0,0,0,19,0,0.0,0,0,0,0,0,0,88,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
4,4981,1,18,0,0,0,0,19,0,0.0,0,0,0,0,0,0,84,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
5,4979,3,18,0,0,0,0,21,2,0.1111111111111111,0,2,0,2,0,0,79,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
6,4979,3,18,0,0,0,0,21,0,0.0,0,0,0,0,0,0,60,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
7,4977,5,18,0,0,0,0,23,2,0.1111111111111111,0,2,0,2,0,0,84,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
8,4975,7,18,0,0,0,0,25,2,0.1111111111111111,0,2,0,2,0,0,75,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
9,4975,7,18,0,0,0,0,25,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
10,4975,7,18,0,0,0,0,25,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
11,4974,8,18,0,0,0,0,26,1,0.05555555555555555,0,1,1,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
12,4974,8,18,0,0,0,0,26,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
13,4974,8,18,0,0,0,0,26,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
14,4974,8,18,0,0,0,0,26,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
15,4974,8,18,0,0,0,0,26,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
16,4974,8,18,0,0,0,0,26,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
17,4974,8,18,0,0,0,0,26,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
18,4974,8,18,0,0,0,0,26,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
19,4973,9,18,0,0,0,0,27,1,0.05555555555555555,0,1,0,1,0,0,37,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
20,4973,9,18,0,0,0,0,27,0,0.0,0,0,0,0,0,0,68,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
21,4972,10,18,0,0,0,0,28,1,0.05555555555555555,0,1,0,1,0,0,82,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
22,4972,10,18,0,0,0,0,28,0,0.0,0,0,0,0,0,0,28,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
23,4972,10,18,0,0,0,0,28,0,0.0,0,0,0,0,0,0,62,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
24,4971,11,18,0,0,0,0,29,1,0.05555555555555555,0,1,0,1,0,0,99,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
25,4971,11,18,0,0,0,0,29,0,0.0,0,0,0,0,0,0,38,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
26,4971,11,18,0,0,0,0,29,0,0.0,0,0,0,0,0,0,28,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
27,4971,11,18,0,0,0,0,29,0,0.0,0,0,0,0,0,0,52,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
28,4971,11,18,0,0,0,0,29,0,0.0,0,0,0,0,0,0,78,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
29,4971,11,18,0,0,0,0,29,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
30,4971,11,18,0,0,0,0,29,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.65,1.0,0,0
