Step,Susceptible,Exposed,Infected,Recovered,Dead,Asymptomatic,Vaccinated,ActiveCases,NewInfections,Rt,HouseholdInfections,CommunityInfections,HomeInfections,SchoolInfections,WorkInfections,OtherInfections,MaskProtectedContacts,QuarantinedAgents,DetectedInfected,UndetectedInfected,LockdownActive,LockdownStartStep,SchoolClosedActive,MaskComplianceActive,TestingRateActive,QuarantineComplianceActive,WorkClosedActive,SeniorMobilityActive,ChildMobilityActive,VaccinationCampaignActive,NewVaccinations
0,3080,1,18,0,0,0,1901,19,1,0.05555555555555555,0,1,0,1,0,0,51,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.4,1.0,0,0
1,3079,2,18,0,0,0,1901,20,1,0.05555555555555555,0,1,0,1,0,0,138,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.4,1.0,0,0
2,3074,8,18,0,0,0,1900,26,6,0.3333333333333333,0,6,0,6,0,0,142,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
3,3074,8,18,0,0,0,1900,26,0,0.0,0,0,0,0,0,0,87,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
4,3074,8,18,0,0,0,1900,26,0,0.0,0,0,0,0,0,0,76,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
5,3073,9,18,0,0,0,1900,27,1,0.05555555555555555,0,1,0,1,0,0,90,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
6,3073,9,18,0,0,0,1900,27,0,0.0,0,0,0,0,0,0,128,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
7,3073,9,18,0,0,0,1900,27,0,0.0,0,0,0,0,0,0,126,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
8,3072,10,18,0,0,0,1900,28,1,0.05555555555555555,0,1,0,1,0,0,105,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
9,3072,10,18,0,0,0,1900,28,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
10,3072,10,18,0,0,0,1900,28,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
11,3072,10,18,0,0,0,1900,28,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
12,3072,10,18,0,0,0,1900,28,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
13,3072,10,18,0,0,0,1900,28,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
14,3072,10,18,0,0,0,1900,28,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
15,3072,10,18,0,0,0,1900,28,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
16,3072,10,18,0,0,0,1900,28,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
17,3072,10,18,0,0,0,1900,28,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
18,3072,10,18,0,0,0,1900,28,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
19,3072,12,18,0,0,0,1898,30,2,0.1111111111111111,0,2,0,1,1,0,86,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
20,3072,12,18,0,0,0,1898,30,0,0.0,0,0,0,0,0,0,68,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
21,3072,12,18,0,0,0,1898,30,0,0.0,0,0,0,0,0,0,141,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
22,3071,13,18,0,0,0,1898,31,1,0.05555555555555555,0,1,0,1,0,0,122,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
23,3070,14,18,0,0,0,1898,32,1,0.05555555555555555,0,1,0,1,0,0,94,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
24,3069,15,18,0,0,0,1898,33,1,0.05555555555555555,0,1,0,1,0,0,130,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
25,3069,15,18,0,0,0,1898,33,0,0.0,0,0,0,0,0,0,157,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
26,3069,15,18,0,0,0,1898,33,0,0.0,0,0,0,0,0,0,122,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
27,3069,16,18,0,0,0,1897,34,1,0.05555555555555555,0,1,0,1,0,0,64,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
28,3068,17,18,0,0,0,1897,35,1,0.05555555555555555,0,1,0,1,0,0,86,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
29,3068,17,18,0,0,0,1897,35,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
30,3068,17,18,0,0,0,1897,35,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
31,3068,17,18,0,0,0,1897,35,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
32,3068,17,18,0,0,0,1897,35,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.15,0.3,0,0.15,1.0,0,0
