Step,Susceptible,Exposed,Infected,Recovered,Dead,Asymptomatic,Vaccinated,ActiveCases,NewInfections,Rt,HouseholdInfections,CommunityInfections,HomeInfections,SchoolInfections,WorkInfections,OtherInfections,MaskProtectedContacts,QuarantinedAgents,DetectedInfected,UndetectedInfected,LockdownActive,LockdownStartStep,SchoolClosedActive,MaskComplianceActive,TestingRateActive,QuarantineComplianceActive,WorkClosedActive,SeniorMobilityActive,ChildMobilityActive,VaccinationCampaignActive,NewVaccinations
0,3151,0,18,0,0,0,1831,18,0,0.0,0,0,0,0,0,0,67,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
1,3151,0,18,0,0,0,1831,18,0,0.0,0,0,0,0,0,0,74,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
2,3150,1,18,0,0,0,1831,19,1,0.05555555555555555,0,1,0,1,0,0,132,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
3,3149,3,18,0,0,0,1830,21,2,0.1111111111111111,0,2,0,2,0,0,101,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
4,3148,4,18,0,0,0,1830,22,1,0.05555555555555555,0,1,0,1,0,0,87,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
5,3148,4,18,0,0,0,1830,22,0,0.0,0,0,0,0,0,0,66,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
6,3147,5,18,0,0,0,1830,23,1,0.05555555555555555,0,1,0,1,0,0,109,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
7,3146,6,18,0,0,0,1830,24,1,0.05555555555555555,0,1,0,1,0,0,123,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
8,3146,6,18,0,0,0,1830,24,0,0.0,0,0,0,0,0,0,148,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
9,3146,6,18,0,0,0,1830,24,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
10,3146,6,18,0,0,0,1830,24,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
11,3146,6,18,0,0,0,1830,24,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
12,3146,6,18,0,0,0,1830,24,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
13,3146,6,18,0,0,0,1830,24,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
14,3146,6,18,0,0,0,1830,24,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
15,3146,6,18,0,0,0,1830,24,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
16,3146,6,18,0,0,0,1830,24,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
17,3146,6,18,0,0,0,1830,24,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
18,3146,6,18,0,0,0,1830,24,0,0.0,0,0,0,0,0,0,0,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
19,3146,6,18,0,0,0,1830,24,0,0.0,0,0,0,0,0,0,51,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
20,3146,6,18,0,0,0,1830,24,0,0.0,0,0,0,0,0,0,64,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
21,3146,6,18,0,0,0,1830,24,0,0.0,0,0,0,0,0,0,99,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
22,3145,7,18,0,0,0,1830,25,1,0.05555555555555555,0,1,0,1,0,0,128,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
23,3145,7,18,0,0,0,1830,25,0,0.0,0,0,0,0,0,0,132,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
24,3145,7,18,0,0,0,1830,25,0,0.0,0,0,0,0,0,0,30,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
25,3145,7,18,0,0,0,1830,25,0,0.0,0,0,0,0,0,0,135,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
26,3144,8,18,0,0,0,1830,26,1,0.05555555555555555,0,1,0,1,0,0,110,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
27,3143,9,18,0,0,0,1830,27,1,0.05555555555555555,0,1,0,1,0,0,116,0,0,18,0,-1,0,0.15,0.05,0.1,0,0.65,1.0,0,0
