agent_id,state,age_group,x,y,household_id,current_location_type
3631,Susceptible,child,25,25,H_1210,school
1217,Vaccinated,adult,55,73,H_405,work
958,Vaccinated,adult,38,35,H_319,work
35,Susceptible,adult,41,16,H_11,work
1498,Vaccinated,adult,74,68,H_499,work
3524,Susceptible,adult,77,39,H_1174,work
2594,Vaccinated,adult,11,75,H_864,work
1755,Vaccinated,adult,10,64,H_585,work
521,Vaccinated,senior,51,28,H_173,work
3669,Susceptible,child,65,65,H_1223,school
3205,Susceptible,adult,50,49,H_1068,work
3954,Susceptible,adult,76,74,H_1318,work
2825,Susceptible,adult,87,71,H_941,work
1524,Vaccinated,adult,37,44,H_508,work
488,Vaccinated,adult,78,11,H_162,work
1980,Susceptible,adult,38,60,H_660,work
3608,Susceptible,adult,70,16,H_1202,work
2138,Vaccinated,adult,62,7,H_712,work
776,Vaccinated,adult,65,75,H_258,work
3819,Susceptible,adult,58,54,H_1273,work
1008,Susceptible,senior,23,21,H_336,work
4557,Vaccinated,senior,86,43,H_1519,home
4289,Susceptible,adult,52,11,H_1429,work
4022,Vaccinated,adult,11,80,H_1340,work
4324,Vaccinated,adult,56,77,H_1441,work
710,Susceptible,senior,50,22,H_236,home
1943,Susceptible,adult,67,71,H_647,work
112,Susceptible,adult,21,5,H_37,work
949,Vaccinated,adult,15,4,H_316,work
2283,Vaccinated,senior,49,57,H_761,work
1576,Vaccinated,child,75,20,H_525,school
1698,Recovered,child,75,20,H_566,school
4335,Vaccinated,adult,37,70,H_1445,work
1462,Susceptible,adult,16,19,H_487,work
44,Susceptible,adult,18,71,H_14,work
4123,Vaccinated,child,65,65,H_1374,school
4731,Susceptible,adult,10,33,H_1577,work
4329,Susceptible,adult,49,58,H_1443,work
2484,Susceptible,adult,57,67,H_828,work
2638,Vaccinated,adult,68,68,H_879,work
1399,Vaccinated,senior,49,22,H_466,work
7,Recovered,child,10,10,H_2,school
2246,Susceptible,child,25,25,H_748,school
1419,Susceptible,adult,8,38,H_473,work
4461,Vaccinated,adult,60,47,H_1487,work
827,Susceptible,adult,70,26,H_275,work
2756,Vaccinated,adult,76,30,H_918,work
1404,Susceptible,adult,34,0,H_468,work
242,Susceptible,senior,46,10,H_80,work
50,Vaccinated,senior,89,69,H_16,home
3420,Vaccinated,senior,60,66,H_1140,work
645,Susceptible,adult,62,57,H_215,work
4689,Vaccinated,adult,56,74,H_1563,work
4408,Susceptible,senior,67,89,H_1469,work
938,Susceptible,child,25,25,H_312,school
4753,Vaccinated,adult,11,6,H_1584,work
1829,Susceptible,adult,35,12,H_609,work
862,Susceptible,senior,67,41,H_287,work
2480,Susceptible,senior,80,73,H_826,work
3440,Vaccinated,senior,42,6,H_1146,work
275,Vaccinated,adult,76,50,H_91,work
1101,Susceptible,adult,3,64,H_367,work
3496,Vaccinated,senior,48,53,H_1165,work
3878,Susceptible,senior,50,59,H_1292,work
4705,Vaccinated,child,45,45,H_1568,school
2075,Vaccinated,senior,0,50,H_691,home
766,Vaccinated,adult,18,75,H_255,work
890,Susceptible,child,10,10,H_296,school
2988,Susceptible,adult,2,29,H_996,work
405,Susceptible,adult,81,49,H_135,work
1990,Vaccinated,adult,15,75,H_663,work
4984,Susceptible,adult,44,20,H_1661,work
2344,Susceptible,adult,64,50,H_781,work
408,Susceptible,senior,66,43,H_136,work
721,Vaccinated,child,45,45,H_240,school
836,Susceptible,adult,71,1,H_278,work
4791,Susceptible,senior,30,23,H_1597,home
3494,Vaccinated,senior,14,88,H_1164,home
1654,Vaccinated,senior,32,69,H_551,home
695,Vaccinated,adult,81,76,H_231,work
3485,Susceptible,child,65,65,H_1161,school
80,Vaccinated,adult,63,87,H_26,work
1089,Susceptible,senior,59,11,H_363,work
3257,Vaccinated,senior,44,42,H_1085,work
3586,Vaccinated,child,10,10,H_1195,school
4828,Vaccinated,senior,6,64,H_1609,work
4362,Recovered,child,10,10,H_1454,school
2053,Vaccinated,senior,12,88,H_684,work
194,Vaccinated,adult,22,67,H_64,work
1027,Vaccinated,adult,60,83,H_342,work
934,Susceptible,senior,34,83,H_311,work
3740,Susceptible,adult,84,16,H_1246,work
4614,Susceptible,adult,27,69,H_1538,work
1024,Vaccinated,senior,25,64,H_341,work
1875,Vaccinated,adult,15,15,H_625,work
3069,Susceptible,adult,4,6,H_1023,work
4746,Susceptible,adult,69,25,H_1582,work
447,Susceptible,adult,14,10,H_149,work
4253,Susceptible,adult,32,7,H_1417,work
3689,Susceptible,adult,54,89,H_1229,work
2359,Susceptible,senior,33,5,H_786,work
468,Susceptible,senior,21,13,H_156,home
1229,Susceptible,adult,38,22,H_409,work
4551,Susceptible,adult,8,48,H_1517,work
2947,Susceptible,adult,59,21,H_982,work
4888,Vaccinated,adult,23,44,H_1629,work
4948,Vaccinated,senior,7,12,H_1649,work
3325,Susceptible,adult,88,37,H_1108,work
106,Susceptible,child,65,65,H_35,school
2042,Recovered,child,75,20,H_680,school
2885,Susceptible,senior,73,38,H_961,work
4320,Vaccinated,adult,30,6,H_1440,work
3341,Susceptible,child,10,10,H_1113,school
4315,Susceptible,child,25,25,H_1438,school
2300,Susceptible,senior,76,16,H_766,home
2758,Vaccinated,adult,26,9,H_919,work
3020,Vaccinated,adult,88,18,H_1006,work
4826,Susceptible,adult,44,50,H_1608,work
1300,Susceptible,adult,14,50,H_433,work
1795,Susceptible,adult,21,83,H_598,work
1360,Susceptible,adult,81,21,H_453,work
3476,Susceptible,adult,81,15,H_1158,work
2555,Vaccinated,child,25,25,H_851,school
1172,Vaccinated,child,45,45,H_390,school
4774,Susceptible,adult,14,25,H_1591,work
1223,Vaccinated,adult,64,86,H_407,work
2448,Susceptible,senior,49,20,H_816,home
608,Susceptible,child,75,20,H_202,school
1053,Susceptible,child,75,20,H_351,school
71,Vaccinated,adult,48,84,H_23,work
1415,Susceptible,adult,23,44,H_471,work
